FIPS_people,WhiteNonHispanicPct2010,BlackNonHispanicPct2010,AsianNonHispanicPct2010,NativeAmericanNonHispanicPct2010,HispanicPct2010,MultipleRacePct2010
13279,62.03,24.67,0.73,0.14,11.22,1.55
13281,96.48,0.37,0.41,0.29,1.97,0.58
13283,64.87,32.52,0.19,0.15,1.5,0.99
13285,60.27,33.29,1.57,0.2,3.24,1.51
13287,53.98,41.4,0.45,0.21,3.16,0.73
13289,56.07,41.04,0.16,0.3,1.37,1.14
13291,95.27,0.44,0.35,0.31,2.43,1.19
13293,68.21,27.78,0.46,0.22,2.17,1.23
13295,92.13,4.09,0.42,0.25,1.62,1.57
13297,78.4,15.51,1.13,0.23,3.2,1.49
13299,64.95,29.36,0.77,0.27,3.32,1.47
13301,36.56,61.43,0.36,0.15,0.93,0.62
13303,44.08,52.5,0.49,0.09,1.92,0.99
13305,72.26,19.7,0.53,0.27,5.71,2
13307,53.3,42.05,0.25,0,3.5,1.04
13309,59.36,34.79,0.22,0.08,4.8,0.77
13311,93.77,1.67,0.46,0.44,2.38,1.36
13313,62.2,3.54,1.26,0.18,31.65,2.58
13315,59.9,34.93,0.44,0.16,3.65,0.96
13317,51.87,42.63,0.45,0.13,3.41,1.45
13319,57.82,38.31,0.32,0.21,2.24,1.1
13321,69.39,27.45,0.34,0.22,1.55,1.07
,,,,,,
15000,22.74,1.46,37.73,0.21,8.88,23.57
15001,31.25,0.49,21.39,0.32,11.55,29.47
15003,19.06,1.88,43.01,0.18,8.12,22.35
15005,26.67,0,7.78,0,1.11,15.56
15007,30.72,0.38,30.25,0.24,9.41,24.92
15009,31.77,0.53,28.02,0.25,10.15,23.46
,,,,,,
16001,86.48,1.07,2.35,0.52,7.11,2.85
16003,94.77,0.1,0.4,0.91,2.36,1.69
16005,86.39,0.71,1.28,2.78,6.74,2.66
16007,94.74,0.1,0.37,0.35,3.61,1.07
16009,85.29,0.27,0.29,8.24,2.53,3.58
16011,74.94,0.17,0.59,5.61,17.24,2.15
16013,77.98,0.11,0.81,0.21,19.99,1.53
16015,93.23,0.18,0.41,0.64,3.54,2.32
16017,94.44,0.12,0.43,0.71,2.23,2.09
16019,85.26,0.51,0.81,0.53,11.43,2.08
16021,92.14,0.26,0.51,1.52,3.66,2.1
16023,93.84,0.17,0.17,0.38,4.12,1.45
16025,90.24,0.18,0.09,0.54,6.71,3.22
16027,72.28,0.46,0.74,0.65,23.86,3.01
16029,93.08,0.06,0.2,0.27,4.83,1.52
16031,72.94,0.17,0.45,0.46,24.94,2.35
16033,56.82,0.2,0.51,0.61,40.53,1.53
16035,92.03,0.18,0.7,2.1,3.06,2.07
16037,94.05,0.11,0.23,0.6,4.03,1.01
16039,75.1,2.57,2.77,0.83,15.23,4.14
16041,91.84,0.22,0.12,0.26,6.55,1.56
16043,85.13,0.18,0.2,0.65,12.79,1.5
16045,89.11,0.12,0.47,0.46,7.99,2.23
16047,69.57,0.08,0.39,0.56,28.09,2.38
16000,83.97,0.57,1.18,1.12,11.22,2.48
16049,92.38,0.23,0.4,2.74,2.59,1.89
16051,87.7,0.15,0.39,0.5,10.1,1.53
16053,66.85,0.17,0.28,0.7,30.97,2.15
16055,92.03,0.28,0.67,1.13,3.8,2.4
16057,90.61,0.77,2.08,0.59,3.56,2.55
16059,95.05,0.2,0.37,0.62,2.28,1.64
16061,88.93,0.37,0.31,4.61,3.35,2.41
16063,69.26,0.35,0.35,0.58,28.34,2.17
16065,91.16,0.47,0.93,0.22,5.91,1.47
16067,65.25,0.22,0.35,0.73,32.35,2.43
16069,88.72,0.29,0.71,5.28,2.82,2.48
16071,95.03,0.21,0.47,0.49,2.94,1.03
16073,68.25,0.16,0.49,3.75,25.85,2.36
16075,81.28,0.18,0.83,0.82,14.87,2.82
16077,66.06,0.23,0.41,2.06,29.78,2.39
16079,93.45,0.16,0.34,1.39,2.98,2
16081,81.47,0.12,0.47,0.27,16.92,1.46
16083,82.66,0.4,1.16,0.55,13.69,2.27
16085,94.07,0.09,0.42,0.39,3.91,1.44
16087,80.07,0.1,0.88,0.74,16.83,2.16
,,,,,,
17001,93.01,3.41,0.64,0.15,1.16,1.63
17003,60.49,35.3,0.19,0.3,1.88,1.74
17005,88.91,5.97,0.38,0.43,3.08,1.82
17007,75.25,1.8,1.23,0.13,20.25,2.62
17009,74.83,18.38,0.23,0.14,5.8,0.62
17011,89.98,0.55,0.63,0.18,7.7,1.29
17013,98.27,0.12,0.24,0.18,0.79,0.37
17015,94.86,0.79,0.34,0.23,2.84,1.09
17017,79.39,2.78,0.32,0.11,16.79,1.36
17019,70.85,12.21,8.89,0.18,5.27,2.75
17021,95.78,1.41,0.47,0.12,1.35,0.93
17023,97.49,0.29,0.33,0.15,1.05,0.74
17025,97.21,0.31,0.46,0.22,1.09,0.8
17027,92.07,3.5,0.44,0.21,2.8,1.12
17029,91.57,3.75,0.97,0.15,2.14,1.52
17031,43.86,24.37,6.14,0.13,23.96,2.54
17033,91.92,4.66,0.5,0.21,1.83,0.91
17035,97.89,0.32,0.23,0.15,0.68,0.78
17037,79.71,6.26,2.28,0.12,10.12,2
17039,95.74,0.5,0.35,0.14,2.14,1.17
17041,92.23,0.27,0.41,0.16,6.06,1.16
17043,70.47,4.47,10.01,0.11,13.25,2.22
17045,97.66,0.34,0.18,0.12,1.01,0.7
17047,97.53,0.45,0.31,0.12,0.88,0.82
17049,96.83,0.22,0.43,0.07,1.74,0.81
17051,92.98,4.38,0.21,0.15,1.37,1.02
17053,96.02,0.55,0.26,0.23,2.09,1.13
17055,96.95,0.3,0.31,0.23,1.2,1.12
17057,92.79,3.42,0.3,0.22,2.42,0.9
17059,97.1,0.21,0.09,0.25,1.18,1.16
17061,97.34,0.86,0.12,0.14,0.83,0.71
17063,88.94,1.15,0.64,0.14,8.18,1.46
17065,97.36,0.37,0.22,0.12,1.24,0.7
17067,97.42,0.27,0.24,0.18,0.97,0.92
17069,96.55,0.3,0.51,0.6,1.3,0.81
17071,97.3,0.2,0.2,0.2,1.08,0.95
17073,92.09,1.51,0.36,0.12,4.76,1.45
17075,92.43,0.78,0.34,0.14,5.33,1.33
17077,75.97,14.1,3.14,0.29,3.99,2.65
17079,98.13,0.1,0.25,0.12,0.81,0.6
17081,87.36,8.23,0.63,0.18,2.06,1.61
17083,96.94,0.39,0.33,0.23,0.97,1.18
17085,95.6,0.44,0.32,0.13,2.69,0.9
17087,87.87,7.98,0.17,0.15,2.99,1
17089,59.01,5.4,3.4,0.11,30.74,2.62
17091,73.35,14.98,0.91,0.16,8.96,2.12
17093,74.22,5.53,2.97,0.11,15.6,2.33
17095,85.29,7.07,0.63,0.14,4.83,2.47
17097,65.21,6.68,6.25,0.15,19.9,2.6
17099,88.26,1.85,0.66,0.18,8.02,1.44
17101,86.09,9.4,0.23,0.18,3.29,1.02
17103,88.32,4.74,0.68,0.14,5,1.47
17105,89.61,4.84,0.51,0.13,3.93,1.28
17107,87.73,7.4,0.61,0.18,2.95,1.29
17109,88.86,4.89,1.75,0.16,2.66,1.84
17111,83.75,0.99,2.5,0.15,11.42,1.68
17113,81.87,7.22,4.23,0.17,4.38,2.32
17115,78.38,16.17,1,0.18,1.87,2.49
17117,96.96,0.75,0.27,0.23,0.88,0.89
17119,86.72,7.82,0.82,0.21,2.72,1.84
17121,92.44,3.89,0.57,0.27,1.37,1.59
17123,95.95,0.35,0.34,0.13,2.48,0.94
17125,97.48,0.36,0.27,0.21,0.8,0.92
17127,89.83,5.77,0.27,0.38,1.88,2.05
17129,96.97,0.58,0.23,0.21,0.95,1.07
17131,96.82,0.28,0.31,0.09,1.87,0.74
17133,97.07,0.19,0.43,0.17,1.37,0.83
17135,94.12,3.15,0.37,0.15,1.52,0.68
17137,89.84,5.92,0.46,0.19,2,1.63
17139,97.83,0.27,0.2,0.19,0.87,0.61
17141,88.65,0.87,0.45,0.17,8.86,1.42
17143,72.72,17.54,3.12,0.2,3.81,2.82
17145,87.08,8.3,0.39,0.19,2.68,1.4
17147,97.29,0.33,0.29,0.17,1,0.94
17149,96.18,1.67,0.23,0.15,1.05,0.71
17151,90.72,6.02,0.25,0.63,1.43,0.87
17153,63.9,32.07,0.21,0.41,1.57,1.93
17155,94.14,0.52,0.22,0.08,4.2,1.15
17157,86.43,9.69,0.3,0.13,2.59,0.93
17159,96.55,0.48,0.72,0.15,1.26,0.93
17161,75.75,8.75,1.62,0.19,11.6,3.02
17163,62.9,30.31,1.19,0.2,3.25,2.22
17165,92.37,3.91,0.4,0.34,1.36,1.75
17167,82.54,11.72,1.62,0.17,1.76,2.19
17169,94.95,3.18,0.12,0.16,1.19,0.52
17171,97.96,0.09,0.22,0.17,0.8,0.75
17173,98.03,0.21,0.25,0.17,0.8,0.56
17175,97.2,0.47,0.32,0.15,0.98,1.03
17177,85.12,8.86,0.62,0.14,2.95,2.51
17179,95,1,0.73,0.23,1.86,1.27
17181,92.4,0.85,0.29,0.33,4.85,1.5
17183,80.36,12.73,0.68,0.17,4.22,2.17
17185,96.24,0.61,0.53,0.14,1.32,1.14
17187,88,1.62,0.53,0.18,8.41,1.62
17189,96.9,0.64,0.28,0.09,1.34,0.77
17191,97.49,0.24,0.42,0.16,1.05,0.75
17193,97.57,0.25,0.21,0.27,1.08,0.72
17195,85.92,1.21,0.46,0.15,11.03,2.21
17197,67.24,10.98,4.5,0.12,15.62,2.28
17199,91.5,3.79,0.84,0.31,1.96,1.65
17201,72.54,11.97,2.28,0.19,10.9,2.82
17203,96.46,0.48,0.54,0.17,1.36,1.09
,,,,,,
18001,94.57,0.3,0.23,0.17,4.11,0.88
18003,76.49,11.54,2.7,0.28,6.5,2.94
18005,87.01,1.77,3.41,0.19,6.2,1.58
18007,93.72,0.41,0.17,0.12,4.87,1.14
18009,97.16,0.38,0.15,0.17,0.92,1.26
18011,93.84,0.85,1.66,0.16,2.24,1.35
18013,96.84,0.35,0.29,0.31,1.17,1.14
18015,95.2,0.21,0.1,0.16,3.53,0.98
18017,83.72,1.33,1.04,0.26,12.57,1.57
18019,85.17,6.84,0.78,0.23,4.85,2.23
18021,97.23,0.32,0.22,0.21,1.14,0.88
18023,85.33,0.42,0.2,0.13,13.23,1.27
18025,96.98,0.2,0.19,0.37,1.18,1.12
18027,93.83,0.52,0.51,0.2,4.15,1.08
18029,96.88,0.58,0.37,0.16,1,0.98
18031,96.33,0.3,0.69,0.14,1.66,0.87
18033,95.7,0.33,0.44,0.2,2.44,1.15
18035,88.14,6.84,0.96,0.22,1.77,2.1
18037,92.6,0.26,0.45,0.12,6.02,0.88
18039,77.22,5.56,0.95,0.22,14.12,2.49
18041,96.35,1.31,0.33,0.12,0.92,0.97
18043,89.18,5.12,0.93,0.2,2.64,2.07
18045,96.28,0.15,0.2,0.28,2.16,1.02
18047,97.89,0.15,0.24,0.12,0.91,0.78
18049,93.29,0.69,0.48,0.35,4.23,1.1
18051,94.77,1.76,0.46,0.18,1.32,1.58
18053,86.54,6.86,0.58,0.31,3.59,2.43
18055,97.52,0.15,0.29,0.25,0.97,0.86
18057,86.43,3.42,4.78,0.16,3.43,1.79
18059,94.08,2.03,0.79,0.19,1.74,1.24
18061,96.49,0.42,0.39,0.21,1.48,0.98
18063,88.46,4.8,2.05,0.16,3.01,1.6
18065,94.89,2.15,0.31,0.13,1.4,1.19
18067,87.12,6.75,0.89,0.3,2.66,2.47
18069,96.14,0.42,0.45,0.33,1.7,1.13
18071,91.62,0.63,0.84,0.19,5.69,1.31
18073,92.56,0.62,0.37,0.16,5.45,1.02
18075,95.78,0.27,0.36,0.1,2.71,0.9
18077,93.94,1.63,0.65,0.18,2.33,1.29
18079,95.92,0.72,0.22,0.11,2,1.17
18081,92.3,1.1,1.94,0.18,3.06,1.53
18083,94.05,2.59,0.56,0.17,1.53,1.23
18085,89.88,0.7,0.83,0.23,7.28,1.38
18087,95.05,0.29,0.32,0.18,3.55,0.83
18089,55.27,25.3,1.21,0.18,16.67,2.35
18091,81.36,10.62,0.51,0.22,5.47,2.28
18093,96.59,0.39,0.49,0.32,1.18,1.11
18095,86.28,8.27,0.42,0.19,3.18,1.77
18097,59.54,26.4,2.01,0.22,9.35,2.82
18099,89.47,0.42,0.45,0.17,8.44,1.53
18101,97.98,0.1,0.28,0.25,0.68,0.75
18103,90.26,4.47,0.35,0.84,2.46,1.78
18105,86.13,3.16,5.21,0.21,2.92,2.48
18107,92.79,0.81,0.55,0.19,4.56,1.24
18109,96.93,0.25,0.35,0.26,1.19,1.03
18111,93.34,0.37,0.27,0.23,5.03,1.05
18113,88.57,0.36,0.37,0.19,9.61,1.31
18115,97.37,0.34,0.31,0.18,1.13,0.72
18117,96.49,0.85,0.31,0.26,0.98,1.18
18119,97.26,0.3,0.3,0.33,0.92,0.88
18121,95.42,2.26,0.19,0.31,1.24,0.57
18123,95.29,2.43,0.36,0.18,0.99,0.78
18125,97.66,0.3,0.19,0.19,0.93,0.79
18127,85.94,2.83,1.19,0.21,8.48,1.89
18129,96.67,0.89,0.27,0.16,0.96,1.07
18131,95.68,0.65,0.2,0.28,2.43,1.02
18133,92.53,3.91,0.72,0.24,1.55,1.09
18135,95.12,0.44,0.22,0.32,3.02,1.05
18137,96.74,0.23,0.51,0.13,1.54,0.9
18139,96.82,0.74,0.33,0.18,1.09,0.78
18141,75.56,12.52,1.87,0.3,7.27,2.89
18143,97.06,0.22,0.43,0.18,1.46,0.74
18145,93.67,0.96,0.54,0.19,3.71,1.15
18147,95.94,0.46,0.33,0.18,2.47,0.79
18149,95.07,0.27,0.18,0.26,3.28,1.25
18151,95.11,0.45,0.47,0.24,2.87,0.93
18153,92.81,4.41,0.18,0.25,1.37,1.02
18155,97.22,0.29,0.17,0.15,1.39,0.78
18157,80.37,3.9,6.18,0.2,7.49,2.18
18159,96.35,0.18,0.4,0.13,2.17,0.98
18161,96.86,0.44,0.25,0.25,1.09,1.05
18163,85.18,9.03,1.11,0.19,2.16,2.28
18165,97.84,0.13,0.19,0.18,0.8,0.83
18167,86.74,6.83,1.65,0.3,2.29,2.21
18169,95.38,0.47,0.41,0.64,2.12,1.12
18171,97.8,0.12,0.42,0.15,0.82,0.69
18173,93.98,1.31,1.6,0.16,1.58,1.33
18175,97.44,0.22,0.3,0.16,1.08,0.85
18177,88.98,4.86,0.76,0.2,2.62,2.65
18179,96.27,0.32,0.37,0.26,2.04,0.88
18181,91.18,0.21,0.34,0.21,7.09,1.44
18183,96.56,0.29,0.32,0.23,1.55,1.14
,,,,,,
19001,97.72,0.14,0.29,0.05,1.31,0.68
19003,97.34,0.2,0.57,0.45,0.92,0.55
19005,92.99,0.76,0.23,0.22,5.28,0.61
19007,96.76,0.43,0.27,0.23,1.4,1.05
19009,98.17,0.15,0.41,0.11,0.6,0.6
19011,97.36,0.36,0.25,0.16,1.05,0.92
19013,83.89,8.77,1.29,0.16,3.74,2.28
19015,95.77,0.77,0.33,0.27,1.92,1.01
19017,96.63,0.77,0.71,0.05,0.98,0.95
19019,97.07,0.28,0.43,0.1,1.16,1.08
19021,67.9,2.45,5.52,0.09,22.74,1.77
19023,97.88,0.17,0.24,0.09,0.89,0.75
19025,97.93,0.2,0.21,0.19,0.93,0.62
19027,96.65,0.39,0.44,0.1,1.6,0.89
19029,96.75,0.24,0.21,0.16,1.81,0.62
19031,96.75,0.28,0.42,0.12,1.54,1.06
19033,92.58,1.26,0.83,0.15,3.84,1.62
19035,95.7,0.53,0.51,0.24,2.27,0.87
19037,96.86,0.23,0.32,0.04,2.16,0.48
19039,88.39,0.41,0.34,0.16,9.98,0.96
19041,95.06,0.41,0.59,0.22,2.86,1.12
19043,96.88,0.33,0.23,0.07,1.69,0.82
19045,92.54,2.56,0.56,0.21,2.53,1.83
19047,73.36,1.14,0.57,0.15,24.16,1.63
19049,88.65,1.35,2.5,0.14,6.14,1.53
19051,97.75,0.08,0.27,0.19,0.97,0.78
19053,93.96,1.76,0.63,0.33,2.14,1.04
19055,98,0.25,0.25,0.1,0.78,0.65
19057,89.42,4.97,0.71,0.22,2.58,2.31
19059,97.53,0.17,0.43,0.07,1.07,0.75
19061,92.88,2.6,0.93,0.15,1.93,1.3
19063,90.46,0.59,0.43,0.34,7.41,1.53
19065,95.72,0.94,0.5,0.1,1.82,0.92
19067,94.72,1.23,1.31,0.08,2.03,0.77
19069,87.4,0.18,0.26,0.11,11.32,1.58
19071,95.73,0.43,0.24,0.3,2.51,0.9
19073,96.58,0.24,0.32,0.27,1.83,0.66
19075,97.89,0.21,0.22,0.03,0.98,0.7
19077,96.72,0.15,0.34,0.19,1.84,0.94
19079,91.52,0.26,1.98,0.17,4.99,1.37
19081,94.74,0.44,0.41,0.09,3.51,0.93
19083,93.7,1.19,0.39,0.18,3.71,1.09
19085,97.35,0.17,0.27,0.26,1.23,0.84
19087,90.05,2.16,2.23,0.23,3.79,1.6
19089,97.37,0.26,0.25,0.09,1.23,0.85
19091,94.63,0.4,0.32,0.14,3.64,1.04
19093,97.43,0.24,0.27,0.13,1.41,0.58
19000,88.67,2.85,1.73,0.28,4.97,1.75
19095,96.72,0.32,0.33,0.09,1.88,0.75
19097,96.85,0.29,0.24,0.19,1.11,1.03
19099,95.77,1.26,0.44,0.27,1.46,0.88
19101,86.32,1.18,8.43,0.17,2.43,1.59
19103,83.1,4.71,5.18,0.17,4.74,2.27
19105,95.53,1.96,0.44,0.2,1.31,0.6
19107,97.86,0.48,0.15,0.13,0.86,0.59
19109,97.28,0.28,0.38,0.05,1.38,0.77
19111,91.55,3.05,0.5,0.17,3.05,1.94
19113,89.28,3.86,1.79,0.23,2.62,2.34
19115,81.75,0.46,0.89,0.23,15.78,1.52
19117,98,0.17,0.17,0.1,1,0.61
19119,97.29,0.08,0.22,0.07,1.83,0.6
19121,97.16,0.29,0.33,0.17,1.26,0.88
19123,94.91,1.12,1.12,0.21,1.61,1.1
19125,95.57,0.63,1.14,0.13,1.59,1.04
19127,78.25,1.55,1.29,0.26,17.26,2.04
19129,95.56,0.38,0.37,0.27,2.38,1.1
19131,98.03,0.19,0.26,0.08,1.02,0.5
19133,96.33,0.36,0.22,0.97,1.16,0.97
19135,96.32,0.28,0.36,0.13,2.12,1.28
19137,95.58,0.23,0.21,0.33,2.84,0.92
19139,80.75,1.28,0.78,0.18,15.92,1.9
19141,94.49,0.39,0.57,0.11,3.79,0.79
19143,91.88,0.23,0.29,0.29,6.65,0.77
19145,92.69,2.16,0.73,0.43,2.75,1.37
19147,96.68,0.47,0.33,0.22,1.61,0.84
19149,95.18,0.29,0.46,0.2,2.97,1
19151,96.35,0.36,0.16,0.12,2.27,1.08
19153,80.74,5.89,3.51,0.21,7.58,2.42
19155,89.75,1.31,0.59,0.36,6.6,1.9
19157,93.61,1.13,1.35,0.22,2.41,1.37
19159,96.78,0.33,0.31,0.25,1.77,0.74
19161,96.92,0.3,0.14,0.06,1.88,0.84
19163,82.85,6.91,1.99,0.22,5.57,2.97
19165,96.68,0.25,0.38,0.2,1.8,0.67
19167,89.28,0.31,0.78,0.14,8.9,0.93
19169,86.9,2.37,6,0.15,3.01,1.7
19171,83.72,0.33,0.25,6.66,7.43,2.54
19173,92.96,0.19,0.27,0.14,5.76,0.93
19175,95.97,0.7,0.47,0.24,1.8,1
19177,97.4,0.2,0.53,0.13,1.16,0.7
19179,87.46,1.25,0.7,0.25,9.08,1.55
19181,95.76,0.46,0.54,0.21,1.94,1.22
19183,92.67,0.65,0.33,0.18,5.24,1.47
19185,97.52,0.27,0.23,0.19,1.08,0.75
19187,90,3.78,0.63,0.24,3.8,1.79
19189,94.3,0.72,0.78,0.17,3.31,1.02
19191,95.71,0.62,1.06,0.05,1.99,0.76
19193,77.6,2.33,2.34,1.75,13.7,3.24
19195,96.54,0.28,0.32,0.13,1.93,0.88
19197,88.73,0.3,0.25,0.15,9.63,1.58
,,,,,,
20001,91.88,1.82,0.5,0.74,2.93,2.51
20003,95.95,0.49,0.44,0.47,1.52,1.23
20005,89.53,4.99,0.41,0.51,2.26,2.46
20007,94.8,0.41,0.41,0.49,2.45,1.38
20009,83.44,1.33,0.19,0.4,13.31,1.97
20011,91.96,2.7,0.45,0.67,2.04,2.33
20013,84.04,1.16,0.31,8.7,3.06,3.22
20015,90.95,1.6,0.69,0.89,3.95,2.22
20017,93.08,1.22,0.29,0.43,3.58,1.79
20019,89.7,0.35,0.08,4.03,2.37,3.76
20021,89.25,0.54,0.3,3.96,1.96,3.95
20023,93.29,0.07,0.7,0.22,5.21,0.7
20025,88.8,0,0.77,0.5,7.36,2.98
20027,95.89,0.4,0.3,0.37,1.9,1.23
20029,94.78,0.51,0.21,0.25,2.97,1.44
20031,95.06,0.55,0.4,0.66,2.05,1.53
20033,94.29,0.32,0.26,0.11,3.86,1.27
20035,82.16,2.67,1.59,1.77,9.07,3.44
20037,89.03,1.93,1.2,0.85,4.5,2.62
20039,96.89,0.57,0.24,0.44,1.01,0.95
20041,92.7,0.7,0.3,0.42,3.89,2.25
20043,91.66,3.05,0.2,0.98,2.08,2.27
20045,81.69,3.79,3.71,2.38,5.1,3.75
20047,80.54,0.16,0.4,0.36,17.58,1.05
20049,93.48,0,0.42,1.15,2.74,2.29
20051,91.74,0.82,1.37,0.22,4.57,1.6
20053,88.24,4.6,0.37,0.49,4.96,1.69
20055,46.36,1.92,3.28,0.41,46.72,2.85
20057,44.01,1.79,1.39,0.38,51.17,2.69
20059,91.87,1.23,0.38,0.69,3.6,2.75
20061,59.91,17.5,3.11,0.81,12.37,6.93
20063,97.14,0.26,0.41,0.07,1.56,0.59
20065,90.76,3.7,0.23,0.5,2.27,2.89
20067,54.16,0.4,0.33,0.4,43.93,2.32
20069,84.08,0.37,0.22,0.33,14.24,1.25
20071,84.68,0.24,0.32,0.32,13.71,1.44
20073,93.54,0.34,0.27,0.91,3.29,2.2
20075,66.95,0.3,0.26,0.67,30.74,1.41
20077,92.51,0.35,0.08,0.98,4.94,1.43
20079,84.57,1.53,0.73,0.52,10.8,2.34
20081,71.33,0.09,0.23,0.38,27,2.02
20083,91.23,1.04,0.42,0.16,6.16,1.62
20085,85.86,0.51,0.36,7.24,3.25,3.15
20087,95,0.52,0.2,0.87,1.77,1.71
20089,96.17,0.13,0.19,0.55,2.05,1.27
20091,81.97,4.23,4.15,0.3,7.16,2.51
20093,68.54,0.4,0.25,0.93,28.54,2.14
20095,95.27,0.17,0.46,0.48,2.53,1.26
20097,93.15,0.47,0.63,0.86,3.88,1.02
20099,85.47,4.57,0.35,1.86,4.05,4.04
20101,93.03,0.46,0.23,0.51,4.23,1.66
20103,80.32,9.19,1.25,0.69,5.65,3.3
20105,96.14,0.25,0.19,0.46,2.22,0.83
20107,95.11,0.42,0.31,0.62,1.93,1.53
20109,94.67,0.58,0.36,0.44,2.9,1.27
20111,73.33,2.17,2.25,0.43,20.05,2.7
20113,93.13,0.96,0.49,0.31,3.51,1.71
20115,94.72,0.75,0.2,0.5,2.34,1.64
20117,96.15,0.26,0.22,0.26,1.91,1.3
20119,82.21,0.68,0.39,0.68,14.78,1.66
20121,93.66,1.25,0.35,0.52,2.53,1.85
20123,97.24,0.2,0.3,0.36,1.15,0.8
20125,80.94,5.7,0.57,3.1,5.2,4.93
20127,94.07,0.42,0.24,0.44,3.58,1.6
20129,76.28,0.43,1.86,0.8,19.27,1.79
20131,96.71,0.5,0.15,0.41,1.19,1.02
20133,91.67,1.16,0.5,0.89,4.15,1.97
20135,91.02,0.55,0.1,0.1,7.37,0.9
20137,91.1,2.86,0.53,0.21,4.23,1.23
20139,95.49,0.27,0.21,0.66,2.03,1.55
20141,97.02,0.21,0.44,0.31,1.19,0.98
20143,95.68,0.8,0.15,0.33,1.99,1.43
20145,86.3,4.56,0.46,0.52,6.61,1.99
20147,95.6,0.39,0.73,0.28,2.14,1.05
20149,91.14,0.99,0.66,0.6,4.43,2.56
20151,91.26,1.04,0.27,0.39,5.44,1.93
20153,95.28,0.32,0.2,0.12,3.18,0.87
20155,86.1,2.86,0.46,0.58,8.07,2.65
20157,97.41,0.44,0.3,0.24,1.06,0.66
20159,86.12,1.11,0.37,0.55,10.1,2.66
20161,79.55,6.11,4.16,0.51,6.48,3.53
20163,96.14,0.41,0.37,0.17,2.07,0.95
20165,95.71,0.24,0.18,0.48,2.54,1.15
20167,95.27,0.76,0.47,0.6,1.65,1.29
20169,82.13,3.13,2.05,0.43,9.72,3.07
20171,83,0.32,0.41,0.53,15.26,1.24
20173,69.92,9.02,4.05,0.89,12.97,3.99
20175,35.99,2.99,2.59,0.3,56.6,3.08
20177,75.62,8.2,1.15,0.98,10.85,4.15
20179,95.31,0.12,0.2,0.23,3.29,1.1
20181,86.76,0.57,0.27,0.23,10.77,1.73
20183,96.34,0.26,0.18,0.29,1.48,1.58
20185,85.76,0.23,0.36,0.68,11.92,1.24
20187,60.45,0.54,0.04,0.94,37.05,2.24
20189,65.41,0.24,0.26,0.65,32.6,1.54
20191,91.35,0.87,0.21,1.06,4.55,2.42
20193,92.86,0.59,0.48,0.3,4.68,1.06
20195,96.7,0.43,0.23,0.2,1.7,0.77
20197,94.48,0.4,0.14,0.47,2.91,2.08
20199,91.18,0.13,0.07,0.47,7.27,1.14
20201,95.84,0.4,0.33,0.14,2.48,0.91
20203,73.72,0.63,0.13,0.22,24.62,1.75
20205,94.23,0.32,0.38,0.82,2.31,2.22
20207,94.86,0.36,0.06,0.79,2.09,1.93
20209,43.28,24.79,2.47,0.5,26.43,3.75
,,,,,,
21001,94.11,2.69,0.23,0.19,1.71,1.11
21003,96.23,0.8,0.16,0.28,1.49,1.29
21005,94.83,1.99,0.49,0.14,1.34,1.23
21007,94.1,2.89,0.16,0.13,1.09,1.84
21009,91.52,3.83,0.43,0.15,2.63,1.65
21011,96.02,1.31,0.15,0.16,1.35,1.1
21013,95.14,2.21,0.27,0.17,0.69,1.52
21015,90.02,2.46,2.12,0.16,3.54,1.82
21017,85.2,5.94,0.3,0.13,6.85,1.83
21019,93.79,2.77,0.45,0.2,1.44,1.38
21021,86.89,7.41,0.74,0.17,2.8,2.12
21023,97.21,0.34,0.06,0.2,1.13,1.05
21025,97.82,0.31,0.48,0.09,0.64,0.53
21027,95.39,2.01,0.21,0.29,0.87,1.25
21029,96.03,0.64,0.5,0.3,1.4,1.2
21031,96,0.37,0.15,0.16,2.54,0.91
21033,92.05,5.11,0.25,0.12,0.99,1.34
21035,90.54,3.7,1.75,0.18,2.39,1.5
21037,93.44,2.49,0.8,0.11,1.65,1.54
21039,96.12,0.69,0.27,0.45,1.63,0.9
21041,88.57,1.48,0.54,0.23,7.3,2.33
21043,97.15,0.52,0.17,0.23,1.16,0.86
21045,96.06,0.5,0.17,0.17,2.37,0.87
21047,68.57,20.88,0.98,0.45,6.14,3.25
21049,91,4.75,0.35,0.13,2.5,1.44
21051,92.91,4.14,0.12,0.15,1.85,0.89
21053,96.04,0.38,0.13,0.18,2.25,1.18
21055,97.32,0.82,0.18,0.34,0.52,0.7
21057,94.92,2.58,0.12,0.09,0.92,1.31
21059,90.02,4.74,0.69,0.12,2.61,1.83
21061,96.48,1.37,0.21,0.3,0.82,0.87
21063,95.17,3.34,0.05,0.11,0.79,0.55
21065,98.19,0.19,0.1,0.2,0.69,0.72
21067,73.05,14.31,3.21,0.2,6.92,2.51
21069,96.58,1.26,0.22,0.08,1.04,0.83
21071,97.9,0.74,0.19,0.1,0.56,0.57
21073,83.24,10.3,1.4,0.17,2.79,2.19
21075,72.99,23.59,0.66,0.25,0.78,1.82
21077,92.58,1.27,0.17,0.1,4.33,2.05
21079,94.4,2,0.22,0.13,2.38,0.96
21081,95.47,0.7,0.32,0.2,2.34,0.9
21083,87.84,4.3,0.33,0.19,5.65,1.83
21085,96.66,1.01,0.24,0.16,1,0.97
