FIPS_people,WhiteNonHispanicPct2010,BlackNonHispanicPct2010,AsianNonHispanicPct2010,NativeAmericanNonHispanicPct2010,HispanicPct2010,MultipleRacePct2010
29229,96.32,0.46,0.27,0.51,1.26,1.28
,,,,,,
,,,,,,
30001,92.66,0.21,0.39,1.27,3.66,1.62
30003,30.38,0.23,0.46,62.6,3.96,2.61
30005,47.87,0.11,0.09,48.34,1.77,1.96
30007,94.62,0.27,0.16,1.21,2.25,1.51
30009,95.93,0.3,0.22,0.75,1.87,1
30011,97.59,0.09,0.09,0.95,0.69,0.78
30013,87.42,1.18,0.82,4.03,3.33,3.62
30015,75.47,0.02,0.36,20.87,1.62,1.57
30017,94.1,0.26,0.32,1.58,2.25,1.58
30019,94.4,0.17,0.23,2.06,1.54,1.66
30021,94.55,0.28,0.29,1.57,1.99,1.59
30023,91.61,0.39,0.3,2.6,2.91,2.52
30025,96.64,0.07,0.59,0.31,1.18,1.31
30027,95.68,0.16,0.23,1.17,1.48,1.52
30029,93.96,0.2,0.57,1.03,2.28,2.12
30031,93.33,0.31,1.13,0.8,2.76,1.85
30033,98.42,0.25,0.08,0.41,0.25,0.5
30035,30.73,0.13,0.19,64.51,1.8,2.78
30037,92.99,0,0.68,1.02,3.51,2.15
30039,96.39,0.1,0.06,0.42,1.43,1.69
30041,72.94,0.29,0.41,21.08,2.32,3.32
30043,94.02,0.14,0.34,1.39,1.96,2.23
30045,97.2,0.05,0.1,0.82,1.16,0.68
30047,68.07,0.31,0.39,20.97,3.47,7.27
30049,92.43,0.32,0.55,1.99,2.5,2.45
30051,98.03,0.09,0.13,0.21,0.34,1.15
30053,94.2,0.1,0.29,0.88,2.35,2.34
30055,97.4,0.17,0.12,0.4,0.75,1.21
30057,95.37,0.2,0.34,0.46,2.42,1.35
30059,96.62,0.11,0.32,0.21,1.48,1.27
30061,93.58,0.21,0.71,1.42,1.89,2.42
30063,91.02,0.38,1.12,2.42,2.62,2.6
30065,94.27,0.22,0.22,1.28,2.6,1.87
30067,95.25,0.12,0.33,0.77,2.08,1.64
30069,98.38,0,0,0,1.01,1.21
30071,86.17,0.02,0.24,8.06,1.9,4.02
30073,82.24,0.11,0.21,14.11,1.41,2.37
30075,94.38,0.06,0.17,1.55,1.38,2.07
30077,91.43,0.93,0.44,4.3,1.67,1.27
30079,95.42,0,0.51,0.17,1.36,2.8
30081,93.91,0.18,0.51,0.75,2.97,1.89
30083,93.26,0.12,0.25,1.6,3.05,2.11
30085,35.58,0.12,0.43,59.74,1.27,2.98
30087,60.18,0.25,0.45,33.33,3.39,2.76
30089,90.42,0.15,0.28,4.16,2.04,3.15
30091,94.59,0.21,0.41,1.6,1.51,1.95
30093,92.15,0.3,0.47,1.72,3.66,2.11
30095,95.29,0.1,0.31,0.59,2.35,1.57
30097,95.62,0.11,0.6,0.41,1.4,1.53
30099,95.37,0.05,0.13,1.42,1.25,1.86
30101,90.4,0.53,0.43,4.38,2.42,1.93
30103,92.76,0,0.42,0.84,3.48,2.92
30105,86.36,0.23,0.49,9.7,1.23,2.1
30107,95.2,0.32,0.51,0.42,1.48,2.4
30109,97.05,0,0.49,0.39,1.28,1.18
30111,88.17,0.58,0.62,3.63,4.7,2.78
,,,,,,
31001,88.47,0.7,1.39,0.33,8.11,1.35
31003,96.01,0.28,0.3,0.13,2.66,0.61
31005,94.57,0,0.22,0.43,4.13,0.87
31007,95.07,0,0,0.43,3.77,0.72
31009,99.16,0.21,0,0,0,0.63
31011,97.78,0.42,0.18,0.2,1.18,0.33
31013,84.58,0.43,0.29,2.9,10.23,2.5
31015,96.43,0.05,0.81,0.43,1.57,0.95
31017,97.68,0.06,0.22,0.29,0.92,0.83
31019,89.21,0.77,1.27,0.22,7.44,1.35
31021,95.07,0.34,0.25,1.56,1.84,1.22
31023,96.39,0.29,0.32,0.12,2.32,0.68
31025,95.41,0.32,0.33,0.28,2.41,1.45
31027,97.82,0.08,0.08,0.24,1.28,0.69
31029,88.02,0.13,0.1,0.05,11.14,1.21
31031,89.99,0.19,0.35,5.43,1.66,2.47
31033,90.81,0.19,1.58,0.52,6.1,1.27
31035,90.81,0.32,0.15,0.32,7.67,1.45
31037,57.36,0.47,0.23,0.31,41.04,2.03
31039,90.5,0.09,0.19,0.23,8.25,1.12
31041,96.45,0.26,0.14,0.28,1.97,0.99
31043,55.2,3.05,2.96,2.22,35.32,2.3
31045,87.76,1.42,1.02,3.71,3.33,2.54
31047,63.57,2.92,0.55,0.3,31.84,2.1
31049,94.74,0.05,0.26,0.31,3.86,1.18
31051,88.22,0.23,0.17,0.38,10.37,0.97
31053,87.54,0.5,0.49,0.35,10.05,1.42
31055,71.94,11.44,2.63,0.49,11.18,2.8
31057,92.23,0.35,0.1,0.4,5.83,1.29
31059,95.4,0.51,0.15,0.37,3.02,0.81
31061,97.52,0.03,0.09,0.31,1.02,1.05
31063,97.5,0,0.15,0.18,1.27,0.8
31065,95.68,0.16,0.2,0.3,2.66,1.09
31067,96.06,0.32,0.36,0.45,1.73,1.34
31069,94.41,0.19,0,0.49,3.89,1.41
31071,98.68,0.15,0.1,0,0.73,0.24
31073,95.6,0.39,0.2,0.1,2.4,1.27
31075,97.72,0,0.16,0.16,1.14,0.81
31077,96.57,0.63,0.08,0.2,2.01,0.51
31079,72.58,1.55,0.99,0.39,23.3,2.09
31081,96.88,0.21,0.2,0.13,1.98,0.71
31083,97.66,0.03,0.2,0.32,1.31,0.5
31085,95.97,0,0.31,0.1,3.41,0.1
31087,96.97,0.21,0.1,0.41,1.44,0.86
31089,96.03,0.15,0.15,0.27,2.92,0.48
31091,97.96,0,0,0.54,1.09,0.54
31093,96.7,0.24,0.19,0.26,1.74,1.15
31095,95.73,0.23,0.24,0.32,2.65,1.21
31097,83.48,5.33,1.36,1.11,8.34,0.5
31099,94.96,0.15,0.17,0.22,3.76,1.2
31101,92.35,0.19,0.39,0.3,5.66,1.58
31103,98.91,0,0.12,0.12,0.49,0.36
31105,90.58,0.16,0.71,0.76,6.39,1.83
31107,88.36,0.09,0.2,8.3,1.78,1.34
31109,84.34,3.38,3.47,0.59,5.85,2.76
31111,90.23,0.65,0.53,0.45,7.17,1.44
31113,96.85,0.13,0.13,0.92,1.7,0.26
31115,97.63,0.16,0,0.16,2.06,0.16
31117,97.96,0.37,0,0,0.37,1.48
31119,83.33,1.17,0.45,0.97,12.91,1.75
31121,94.39,0.18,0.75,0.38,3.45,0.99
31123,84.41,0.16,0.36,0.69,13.63,1.53
31125,97.11,0.21,0.05,0.24,1.74,0.99
31127,95.74,0.86,0.41,0.25,1.83,0.98
31129,96.29,0.13,0.2,0.18,2.16,1.36
31131,92.12,0.43,0.43,0.29,5.73,1.14
31133,96.75,0.32,0.29,0.14,1.26,1.23
31135,95.89,0.34,0.17,0.1,3.2,0.37
31137,94.62,0.13,0.23,0.23,4.06,0.97
31139,97.69,0.15,0.17,0.21,1.28,0.52
31141,84.27,0.4,0.46,0.3,13.81,1.48
31143,95.93,0.11,0.11,0.18,2.89,1
31145,93.58,0.73,0.25,0.39,4.18,1.11
31147,93.63,0.13,0.32,2.89,1.34,1.83
31149,98.43,0.07,0.2,0.59,0.13,0.39
31151,76.18,0.65,1.57,0.28,20.21,1.57
31153,83.82,3.85,2.09,0.35,7.28,3.12
31155,96.21,0.33,0.4,0.21,2,1.06
31157,75.55,0.42,0.56,1.44,21.06,1.95
31159,96.43,0.35,0.42,0.29,1.62,1.07
31161,83.36,0.22,0.33,10.28,3.13,2.96
31163,98.19,0.1,0.29,0.06,0.98,0.38
31165,94.58,0.08,0.08,0.15,3.97,1.14
31167,93.47,0.59,0.1,0.41,4.58,1.14
31169,97.11,0.19,0.29,0.15,1.45,0.92
31171,97.22,0.15,0.31,0.15,1.85,1.08
31173,39.47,0.24,0.09,56.05,2.74,1.95
31175,96.92,0.07,0.31,0.12,1.85,0.75
31177,95.9,0.59,0.27,0.2,2.07,0.97
31179,92.68,1.32,0.5,0.27,4.18,1.12
31181,94.12,0.47,0.29,0.21,3.49,1.52
31183,98.04,0,0.49,0.12,0.73,0.86
31185,93.12,1.09,0.43,0.35,4.06,1.02
,,,,,,
32001,76.5,1.47,2.54,3.98,12.1,4.21
32003,47.97,9.98,8.46,0.45,29.14,5.09
32005,83.18,0.37,1.49,1.61,10.86,3.13
32007,69.09,0.67,0.89,4.68,22.86,3.16
32009,77.27,0,0.38,4.21,15.33,4.34
32011,83.64,0.1,0.91,2.11,11.98,2.21
32013,68.94,0.47,0.65,3.8,24.43,2.8
32015,73.75,0.29,0.35,3.41,21.11,2.46
32017,87.9,2.25,0.71,1.07,6.21,2.26
32019,78.17,0.7,1.35,2.04,14.76,3.73
32021,68.55,3.81,1.03,13.96,9.14,4.44
32023,78.88,1.9,1.24,1.35,13.58,3.55
32027,68.19,3.72,1.29,2.56,22.33,3.05
32029,88.08,1,1.65,1.42,5.69,2.17
32031,66.02,2.16,5.05,1.37,22.24,3.78
32033,76.29,3.87,0.96,3.83,13.22,2.54
,,,,,,
,,,,,,
33001,95.78,0.43,1.16,0.2,1.2,1.29
33003,96.79,0.26,0.62,0.26,0.99,1.11
33005,95.36,0.47,1.18,0.22,1.41,1.4
33007,96.21,0.43,0.5,0.32,1.21,1.43
33009,92.34,0.86,2.94,0.34,1.8,1.75
33011,87.65,1.85,3.22,0.19,5.3,1.98
33013,94.27,0.99,1.58,0.24,1.6,1.41
33015,94.17,0.61,1.66,0.14,2.08,1.37
33017,92.75,0.93,2.58,0.19,1.79,1.86
33019,96.22,0.4,0.62,0.27,1.13,1.4
,,,,,,
34001,58.59,14.89,7.44,0.18,16.84,3.24
34003,62.54,5.18,14.42,0.1,16.05,2.51
34005,70.65,15.88,4.28,0.15,6.42,2.92
34007,60.28,18.45,5.07,0.17,14.24,2.62
34009,86.9,4.36,0.84,0.15,6.22,1.91
34011,50.31,18.72,1.18,0.7,27.06,3.52
34013,33.19,39.33,4.5,0.19,20.3,3.16
34015,81.06,9.68,2.61,0.13,4.76,2.13
34017,30.82,11.24,13.22,0.15,42.23,4.39
34019,87.74,2.52,3.24,0.08,5.24,1.31
34021,54.54,19.47,8.88,0.15,15.09,2.75
34023,49.23,8.84,21.3,0.15,18.4,2.95
34025,76.69,6.97,4.92,0.1,9.67,1.96
34027,75.07,2.87,8.91,0.07,11.47,2.1
34029,85.95,2.88,1.72,0.08,8.29,1.47
34031,45.32,11.07,4.9,0.15,37.04,3.71
34033,76.78,13.53,0.83,0.28,6.82,2.22
34035,62.41,8.5,14.06,0.09,13.01,2.55
34037,88.76,1.64,1.75,0.1,6.44,1.6
34039,45.35,20.82,4.57,0.1,27.34,3.09
34041,85.71,3.3,2.43,0.1,7.05,1.76
,,,,,,
35001,41.48,2.46,2.21,3.96,47.86,4.44
35003,76.03,0.4,0.13,2.34,19.03,3.14
35005,43.87,1.64,0.57,0.7,52.01,3.24
35006,21.52,0.81,0.5,39.25,36.5,3.13
35007,49.91,0.28,0.35,0.95,47.19,3.59
35009,50.74,5.73,1.19,0.6,39.52,4.15
35011,59.35,0.1,0,0.45,38.53,3.91
,,,,,,
35015,52.22,1.09,0.6,0.82,44.09,2.98
35017,48.64,0.63,0.37,0.73,48.29,2.77
35019,16.07,1.41,1.24,0.98,79.58,3.29
35021,56.26,0.29,0,0.29,43.02,1.44
35023,41.38,0.35,0.47,0.33,56.58,1.76
35025,43.02,3.71,0.47,0.72,51.08,2.55
35027,66.35,0.36,0.33,1.99,29.81,2.48
35028,76.26,0.54,5.91,0.62,14.74,2.6
35029,35.85,0.75,0.45,0.57,61.46,2.65
35031,10.33,0.44,0.76,73.3,13.25,3.07
35033,17.89,0.2,0.23,0.35,80.99,3.28
35035,52.85,3.21,1.12,5.86,34.53,4.18
35037,53.61,0.91,0.86,0.76,42.41,3.36
35039,12.79,0.26,0.34,14.04,71.32,3.34
35041,55.54,1.49,0.81,0.91,39.87,3.19
35043,47.46,1.87,1.34,12.17,35.06,3.88
35045,42.49,0.47,0.34,35.62,19.05,3.49
35047,19.67,1.15,0.6,0.77,76.83,3.9
35049,43.9,0.66,1.09,2.27,50.65,3.56
35051,68.44,0.37,0.41,1.08,27.96,3.26
35053,37.56,0.79,1.16,10.58,48.49,2.82
35055,36.31,0.32,0.61,5.3,55.81,4.85
35057,55.99,1.05,0.37,1.67,39.06,4.32
35059,56.03,1.63,0.48,1.1,39.68,2.33
35061,36.22,1.1,0.41,2.76,58.25,3.98
,,,,,,
36001,75.99,11.96,4.77,0.15,4.9,2.51
36003,95.41,1.01,0.92,0.2,1.37,1.14
36005,10.92,30.08,3.42,0.25,53.53,5.29
36007,86.28,4.41,3.5,0.16,3.38,2.54
36009,91.95,1.2,0.65,2.94,1.67,1.7
36011,91.34,3.76,0.48,0.31,2.37,1.79
36013,89.29,2.05,0.5,0.43,6.11,2.04
36015,87.41,6.22,1.17,0.23,2.52,2.67
36017,95.62,0.64,0.4,0.3,1.84,1.29
36019,91.12,3.6,1.08,0.32,2.5,1.44
36021,88.23,4.26,1.58,0.13,3.89,2.03
36023,93.75,1.43,0.84,0.26,2.22,1.71
36025,93.18,1.44,0.76,0.21,3.25,1.3
36027,74.56,9.21,3.47,0.16,10.51,2.62
36029,77.71,13.05,2.57,0.57,4.54,1.8
36031,92.93,2.49,0.66,0.25,2.52,1.22
36033,82.64,5.49,0.42,7.27,2.92,1.21
36035,93.84,1.77,0.58,0.19,2.27,1.4
36037,91.53,2.48,0.59,1.1,2.69,1.77
36039,87.07,5.29,0.78,0.25,4.91,1.72
36041,96.44,0.68,0.5,0.23,1.05,1.1
36043,95.62,0.99,0.5,0.21,1.61,1.21
36045,85.76,4.71,1.26,0.43,5.29,2.78
36047,35.67,31.9,10.39,0.19,19.81,3.05
36049,96.82,0.63,0.27,0.16,1.32,0.88
36051,92.21,2.28,1.19,0.24,2.76,1.45
36053,93.84,1.72,0.78,0.64,1.79,1.3
36055,72.82,14.44,3.23,0.21,7.26,2.57
36057,85.09,1.42,0.71,0.21,11.26,1.95
36059,65.49,10.55,7.58,0.1,14.58,2.38
36000,58.34,14.37,7.26,0.28,17.63,3.02
36061,48.02,12.95,11.2,0.14,25.45,3.99
36063,87.27,6.7,0.83,0.99,2.17,2.16
36065,84.83,5.83,2.78,0.21,4.61,2.07
36067,79.23,10.43,3.08,0.73,4.03,2.79
36069,91.84,2.06,1.03,0.23,3.41,1.67
36071,68.2,9.09,2.33,0.24,18.02,3.13
36073,87.82,5.52,0.4,0.46,4.1,1.94
36075,95.07,0.71,0.58,0.38,2.09,1.31
36077,92.73,1.54,1.06,0.17,3.09,1.66
36079,82.95,2.05,1.84,0.12,11.69,1.97
36081,27.65,17.75,22.79,0.29,27.51,4.52
36083,85.65,6.02,2.18,0.18,3.81,2.41
36085,64.04,9.45,7.4,0.15,17.29,2.59
36087,65.34,11.11,6.13,0.16,15.65,2.52
36089,92.85,2.02,0.96,0.94,1.92,1.37
36091,92.73,1.39,1.77,0.15,2.4,1.66
36093,77.17,8.74,3.18,0.29,5.7,3.75
36095,93.87,1.2,0.66,0.16,2.82,1.37
36097,96.2,0.78,0.28,0.24,1.28,1.31
36099,90.77,4.29,0.68,0.27,2.7,1.31
36101,94.43,1.5,1.16,0.19,1.38,1.4
36103,71.57,6.84,3.37,0.19,16.49,2.41
36105,74.51,8.19,1.33,0.29,13.61,2.92
36107,96.05,0.68,0.73,0.14,1.36,1.12
36109,80.24,3.71,8.55,0.27,4.2,3.24
36111,81.7,5.47,1.68,0.23,8.72,2.77
36113,95.25,0.85,0.68,0.18,1.79,1.38
36115,93.32,2.74,0.41,0.17,2.29,1.06
36117,90.98,2.93,0.5,0.21,3.71,1.92
36119,57.38,13.34,5.39,0.12,21.81,3.16
36121,90.24,5.3,0.37,0.24,2.95,0.88
36123,96.15,0.77,0.38,0.14,1.66,1.06
,,,,,,
37001,67.3,18.52,1.19,0.36,11.01,2.08
37003,87.83,5.44,0.96,0.23,4.3,1.41
37005,88.41,1.19,0.48,0.16,9,1.15
37007,45.81,48.38,1.04,0.55,3.01,1.25
37009,93.18,0.54,0.38,0.21,4.81,1.02
37011,90.07,3.97,0.31,0.37,4.48,0.84
37013,66.39,25.35,0.33,0.24,6.63,1.27
37015,34.74,62.27,0.48,0.41,1.25,0.93
37017,54.68,34.67,0.19,2.02,7.11,1.47
37019,80.81,11.28,0.52,0.61,5.17,1.8
37021,84.44,6.29,1,0.33,5.98,2.1
37023,83.02,6.55,3.48,0.23,5.1,1.76
37025,71.64,14.98,1.94,0.28,9.42,2.1
37027,88.6,4.85,0.51,0.19,4.57,1.52
37029,81.19,13.02,1.45,0.32,2.15,2.13
37031,87.41,6,0.87,0.43,3.37,1.97
37033,61.19,33.69,0.25,0.3,3.14,1.61
37035,77.99,8.33,3.44,0.22,8.44,1.86
37037,71.15,13.03,1.09,0.26,12.96,1.87
37039,92.34,1.19,0.48,1.22,2.51,2.46
37041,61.11,34.16,0.34,0.26,3.16,1.22
37043,95.21,0.6,0.23,0.3,2.44,1.45
37045,74.22,20.63,0.75,0.2,2.81,1.51
37047,60.36,30.27,0.25,3.08,4.58,1.5
37049,67.07,22.09,1.99,0.41,6.06,2.68
37051,47.19,35.67,2.16,1.46,9.45,4.65
37053,88.66,5.72,0.6,0.44,2.99,1.82
37055,88.62,2.39,0.62,0.3,6.52,1.81
37057,81.95,8.76,1.2,0.39,6.39,1.48
37059,85.49,6.19,0.55,0.26,6.05,1.69
37061,52.92,25.02,0.23,0.3,20.61,1.61
37063,42.12,37.47,4.55,0.27,13.48,2.56
37065,37.77,57.15,0.2,0.23,3.72,1.01
37067,58.73,25.53,1.83,0.25,11.91,2.16
37069,63.48,26.39,0.45,0.42,7.88,1.83
37071,75.85,15.04,1.19,0.34,5.92,1.84
37073,63,33.12,0.14,0.51,1.42,1.8
37075,89.63,0.19,0.33,6.07,2.19,1.69
37077,57.66,32.47,0.54,0.42,7.48,1.73
37079,46.99,36.99,0.31,0.46,14.3,1.47
37081,54.3,32.14,3.9,0.42,7.13,2.31
37083,39.44,53,0.65,3.67,2.11,1.2
37085,64.27,20.57,0.86,0.86,10.78,3.12
37087,93.79,1.04,0.36,0.46,3.39,1.07
37089,84.42,2.95,0.93,0.3,9.77,1.89
37091,34.37,60.18,0.51,1.1,2.61,1.24
37093,40.77,32.78,0.99,9.19,12.4,4.49
37095,59.14,31.55,0.28,0.38,7.07,1.19
37097,77.84,11.76,1.82,0.26,6.8,1.81
37099,81.44,1.81,0.84,9.08,5.06,1.94
37101,69.8,14.85,0.58,0.41,12.92,1.97
37103,61.23,32.27,0.32,0.5,3.92,1.85
37105,59.31,19.65,0.82,0.44,18.28,2.44
37107,51.25,40.29,0.43,0.27,6.58,1.32
37109,85.78,5.45,0.53,0.28,6.69,1.56
37111,88.86,3.7,0.76,0.29,5.32,1.22
37113,90.2,1.24,0.59,0.42,6.57,1.13
37115,95.04,1.12,0.34,0.21,2.04,1.3
37117,52.19,43.26,0.29,0.27,3.14,1.01
37119,50.6,30.23,4.57,0.31,12.17,2.55
37121,94.08,0.34,0.3,0.23,4.05,1.05
37123,64.3,18.64,1.58,0.37,14.12,1.45
37125,77.61,13.29,0.83,0.78,5.96,1.72
37127,54.02,36.99,0.74,0.59,6.28,1.63
37129,76.79,14.54,1.17,0.39,5.29,2.01
37131,38.9,58.13,0.17,0.41,1.38,0.96
37133,68.94,14.95,1.78,0.57,10.07,4.36
37135,70.76,11.75,6.72,0.29,8.23,2.54
37137,74.77,19.92,0.37,0.55,3.13,1.36
37139,55.01,37.52,1.1,0.3,4.04,2.2
37141,73.86,17.63,0.38,0.45,6.12,1.79
37143,71.42,24.74,0.27,0.29,2.13,1.29
37145,66.78,26.86,0.29,0.62,4.04,1.51
37147,57.12,33.79,1.52,0.28,5.47,2.01
37149,88.38,4.44,0.29,0.2,5.47,1.41
37151,81.27,5.63,0.99,0.48,10.37,1.71
37153,58.68,30.36,0.9,2.29,5.88,2.08
37155,26.95,24.11,0.72,37.91,8.15,2.53
37157,73.41,18.72,0.45,0.33,5.51,1.78
37159,73.67,16,0.98,0.27,7.69,1.6
37161,84.14,10.03,0.43,0.23,3.53,1.81
37163,53.21,26.72,0.34,1.78,16.46,2.01
37165,45.92,38.4,0.76,10.68,2.09,2.18
37167,82.33,10.88,1.83,0.29,3.58,1.16
37169,91.66,4,0.26,0.29,2.65,1.24
37171,84.99,3.59,0.46,0.23,9.71,1.36
37173,65.57,0.54,0.47,25.66,3.86,4.25
37175,90.81,3.87,0.43,0.28,2.91,1.69
37177,53.32,38.05,1.82,0.16,5.45,1.41
37179,74.57,11.49,1.61,0.3,10.42,1.92
37181,42.05,49.48,0.44,0.17,6.72,1.34
37183,62.21,20.29,5.36,0.28,9.76,2.5
37185,38.01,52.03,0.23,4.89,3.3,1.63
37187,45.34,49.64,0.29,0.16,3.52,1.16
37189,92.54,1.67,0.91,0.23,3.35,1.4
37191,55.63,31.08,1.15,0.27,9.92,2.3
37193,88.82,4.02,0.43,0.16,5.44,1.33
37195,49.43,38.73,0.82,0.23,9.51,1.57
37197,85.98,3.03,0.18,0.17,9.76,1.24
37199,93.46,0.72,0.19,0.24,4.57,0.94
,,,,,,
38001,96.71,0.34,0.38,0.64,0.85,1.07
38003,95.78,0.75,0.52,0.64,1.11,1.41
38005,42.96,0.02,0.05,54.52,1.16,1.4
38007,98.47,0,0.51,0.38,0.51,0.13
38009,94.29,0.39,0.25,2.02,1.28,1.82
38011,96.45,0.1,0.06,0.41,2.48,0.51
38013,96.09,0.2,0.66,0.61,1.88,0.56
38015,92.31,0.59,0.47,4.04,1.21,1.42
38017,90.49,2.25,2.35,1.12,2.01,1.89
38019,97.42,0.1,0.23,0.88,0.6,0.78
38021,95.37,0.66,0.42,0.57,1.89,1.23
38023,96.86,0.24,0.29,0.48,1.45,0.82
38025,84.39,0.23,0.28,12.53,1.07,1.7
38027,94,0.17,0.25,2.39,2.18,1.05
38029,97.69,0.06,0.17,0.39,0.96,0.76
38031,97.88,0.09,0.09,0.6,0.87,0.54
38033,96.01,0.54,0.06,0.6,2.08,0.77
38035,88.65,1.98,1.91,2.38,2.92,2.39
38037,97.12,0.04,0.13,1.13,0.29,1.29
38039,98.64,0.29,0.17,0.33,0.37,0.17
38041,95.76,0.24,0.04,2.06,0.48,1.29
38043,95.65,0.25,0.9,0.12,2.92,0.41
38045,97.92,0.12,0.14,0.39,0.82,0.6
38047,98.19,0.1,0.25,0.4,0.6,0.65
38049,96.72,0.15,0.3,0.52,1.48,0.89
38051,97.01,0.21,0.36,0.43,1.35,0.64
38053,74.62,0.06,0.3,21.21,2.19,1.57
38055,90.55,0.07,0.13,6.53,1.24,1.54
38057,94.92,0.19,0.32,2.07,1.44,1.06
38059,92.96,0.41,0.19,3.49,1.46,1.63
38061,64.26,0.21,0.2,29.19,3.73,2.55
38063,96.55,0.26,0.06,0.9,1.06,1.47
38065,96.53,0.16,0.22,1.41,1.03,0.65
38067,93.71,0.28,0.15,1.93,2.56,1.35
38069,93.73,0.44,0.07,3.88,1.01,0.78
38071,87.15,0.36,0.39,8.42,1.2,2.57
38073,96.85,0.35,0.37,0.38,1.21,0.86
38075,97.21,0.08,0.2,0.36,0.97,1.17
38077,94.06,0.67,0.54,1.85,1.66,1.29
38079,20.1,0.15,0.11,76.61,0.95,2.12
38081,97.07,0.05,0.24,0.52,1.33,0.73
38083,96.29,0,0.15,1.06,1.21,1.21
38085,12.45,0.14,0.1,82.66,1.97,2.87
38087,97.25,0,0,0.83,1.65,0.28
38089,94.07,0.77,1.19,0.95,1.88,1.28
38091,97.01,0.15,0.1,1.16,1.01,0.61
38093,94.77,0.6,0.47,1.41,1.71,1.27
38095,96.39,0.09,0.04,2.18,0.45,0.67
38097,94.73,0.48,0.26,0.78,2.64,1.17
38099,88.44,0.22,0.32,1.38,8.71,1.35
38101,88.72,2.38,0.89,2.49,3.03,2.74
38103,98.48,0.07,0.1,0.31,0.5,0.57
38105,90.92,0.25,0.35,3.92,1.95,2.88
,,,,,,
39001,97.07,0.29,0.11,0.37,0.85,1.33
39003,82.49,11.76,0.68,0.15,2.36,2.63
39005,96.64,0.74,0.52,0.14,0.94,0.99
39007,90.77,3.42,0.37,0.2,3.39,2.11
39009,90.77,2.69,2.69,0.22,1.55,2.12
39011,97.12,0.27,0.36,0.16,1.18,0.93
39013,93.61,4,0.37,0.12,0.61,1.27
39015,97.15,0.85,0.24,0.17,0.6,0.99
39017,84.26,7.19,2.38,0.16,3.99,2.14
39019,97.25,0.46,0.19,0.24,0.83,1.09
39021,94.13,2.18,0.38,0.33,1.12,1.9
39023,85.28,8.67,0.61,0.22,2.75,2.54
39025,94.92,1.13,0.96,0.18,1.47,1.34
39027,93.95,2.15,0.5,0.2,1.33,1.85
39029,94.89,2.15,0.3,0.15,1.25,1.31
39031,96.56,1.06,0.28,0.21,0.76,1.16
39033,96.44,0.86,0.36,0.11,1.22,1.11
39035,61.4,29.29,2.55,0.16,4.79,2.09
39037,96.99,0.44,0.3,0.13,1.22,0.93
39039,87.98,1.71,0.3,0.17,8.73,1.97
39041,88.38,3.3,4.24,0.12,2.11,1.84
39043,84.93,8.48,0.59,0.24,3.38,2.78
39045,89.2,5.89,1.11,0.19,1.72,1.92
39047,93.79,1.96,0.52,0.2,1.79,1.74
39049,67.31,20.99,3.84,0.2,4.79,2.98
39051,90.33,0.32,0.41,0.2,7.82,1.48
39053,94.23,2.59,0.45,0.35,0.89,1.56
39055,96.12,1.27,0.59,0.07,1.07,0.84
39057,85.06,7.12,2.89,0.23,2.13,2.56
39059,95.48,1.45,0.27,0.21,0.87,1.78
39061,67.58,25.52,2,0.15,2.57,2.14
39063,90.78,1.45,1.68,0.17,4.5,1.78
39065,95.99,0.8,0.56,0.14,1.27,1.3
39067,95.62,2.04,0.14,0.08,0.5,1.61
39069,91.66,0.37,0.37,0.26,6.59,1.31
39071,96.02,1.37,0.23,0.23,0.73,1.53
39073,97.04,0.73,0.16,0.3,0.67,1.12
39075,98.21,0.29,0.12,0.05,0.78,0.51
39077,91.65,0.94,0.29,0.19,5.59,1.61
39079,96.6,0.57,0.33,0.35,0.8,1.36
39081,91.12,5.53,0.41,0.13,1.11,1.74
39083,96.02,0.8,0.57,0.19,1.21,1.22
39085,90.85,3.11,1.12,0.1,3.4,1.53
39087,95.35,2.03,0.38,0.18,0.71,1.35
39089,92.38,3.39,0.74,0.26,1.39,1.9
39091,94.61,1.59,0.52,0.22,1.18,1.91
39093,80.15,8.06,0.92,0.21,8.39,2.98
39095,70.98,18.68,1.51,0.22,6.11,3.14
39097,89.78,6.57,0.53,0.2,1.43,1.49
39099,77.56,15.24,0.69,0.16,4.66,2.05
39101,89.82,5.65,0.49,0.15,2.26,1.7
39103,95.05,1.15,0.95,0.13,1.59,1.21
39105,97.13,0.85,0.21,0.21,0.48,1.17
39107,96.67,0.22,0.44,0.2,1.5,0.91
39109,93.56,2.01,1.18,0.17,1.31,1.77
39111,97.84,0.41,0.11,0.11,0.4,1.17
39113,72.67,20.76,1.72,0.2,2.28,2.4
39115,92.81,2.84,0.11,0.29,0.64,3.25
39117,96.97,0.34,0.24,0.11,1.09,1.3
39119,92.48,3.73,0.33,0.2,0.76,2.45
39121,95.84,2.51,0.14,0.29,0.36,0.79
39123,93.61,0.73,0.28,0.14,4.24,1.34
39125,93.55,0.81,0.19,0.26,4.27,1.6
39127,97.54,0.26,0.1,0.24,0.54,1.36
39129,93.83,3.37,0.37,0.17,1.06,1.21
39131,96.17,0.87,0.19,0.48,0.72,1.63
39133,91.39,4.1,1.41,0.17,1.28,1.7
39135,97.2,0.42,0.4,0.19,0.6,1.17
39137,93.47,0.23,0.23,0.13,5.48,0.91
39139,86.54,9.33,0.64,0.18,1.39,1.91
