,state,county_name,unemployment_rate_2010,population_total_2010,urban_population_prc,rural_population_prc,crime_per_capita,per_capita_sme_num,per_capita_large_num,avg_ann_pay_per_emp_sme,avg_ann_pay_per_emp_large,avg_ann_pay_per_emp_total,population_jail_prc,2008_dem_%_vote,2008_rep_%_vote,2008_other_%_vote,smoke_percent_2010,popul_hs_grad_prc,popul_college_grad_prc,popul_single_paren_prc,liquor_stores_per10k,police_per_1000,WhiteNonHispanicPct2010,BlackNonHispanicPct2010,AsianNonHispanicPct2010,NativeAmericanNonHispanicPct2010,HispanicPct2010,MultipleRacePct2010,rural_population_prc_urban_population_prc,2008_rep_%_vote_urban_population_prc,smoke_percent_2010_urban_population_prc,WhiteNonHispanicPct2010_urban_population_prc,urban_population_prc_rural_population_prc,per_capita_large_num_rural_population_prc,avg_ann_pay_per_emp_sme_rural_population_prc,avg_ann_pay_per_emp_total_rural_population_prc,2008_dem_%_vote_rural_population_prc,popul_college_grad_prc_rural_population_prc,AsianNonHispanicPct2010_rural_population_prc,HispanicPct2010_rural_population_prc,MultipleRacePct2010_rural_population_prc,smoke_percent_2010_per_capita_sme_num,popul_single_paren_prc_per_capita_sme_num,BlackNonHispanicPct2010_per_capita_sme_num,rural_population_prc_per_capita_large_num,rural_population_prc_avg_ann_pay_per_emp_sme,smoke_percent_2010_avg_ann_pay_per_emp_sme,rural_population_prc_avg_ann_pay_per_emp_total,smoke_percent_2010_avg_ann_pay_per_emp_total,rural_population_prc_2008_dem_%_vote,2008_rep_%_vote_2008_dem_%_vote,WhiteNonHispanicPct2010_2008_dem_%_vote,urban_population_prc_2008_rep_%_vote,2008_dem_%_vote_2008_rep_%_vote,popul_college_grad_prc_2008_rep_%_vote,popul_single_paren_prc_2008_rep_%_vote,BlackNonHispanicPct2010_2008_rep_%_vote,AsianNonHispanicPct2010_2008_rep_%_vote,popul_single_paren_prc_2008_other_%_vote,BlackNonHispanicPct2010_2008_other_%_vote,urban_population_prc_smoke_percent_2010,per_capita_sme_num_smoke_percent_2010,avg_ann_pay_per_emp_sme_smoke_percent_2010,avg_ann_pay_per_emp_total_smoke_percent_2010,popul_college_grad_prc_smoke_percent_2010,AsianNonHispanicPct2010_smoke_percent_2010,HispanicPct2010_smoke_percent_2010,popul_single_paren_prc_popul_hs_grad_prc,BlackNonHispanicPct2010_popul_hs_grad_prc,rural_population_prc_popul_college_grad_prc,2008_rep_%_vote_popul_college_grad_prc,smoke_percent_2010_popul_college_grad_prc,per_capita_sme_num_popul_single_paren_prc,2008_rep_%_vote_popul_single_paren_prc,2008_other_%_vote_popul_single_paren_prc,popul_hs_grad_prc_popul_single_paren_prc,WhiteNonHispanicPct2010_popul_single_paren_prc,urban_population_prc_WhiteNonHispanicPct2010,2008_dem_%_vote_WhiteNonHispanicPct2010,popul_single_paren_prc_WhiteNonHispanicPct2010,BlackNonHispanicPct2010_WhiteNonHispanicPct2010,AsianNonHispanicPct2010_WhiteNonHispanicPct2010,NativeAmericanNonHispanicPct2010_WhiteNonHispanicPct2010,HispanicPct2010_WhiteNonHispanicPct2010,MultipleRacePct2010_WhiteNonHispanicPct2010,per_capita_sme_num_BlackNonHispanicPct2010,2008_rep_%_vote_BlackNonHispanicPct2010,2008_other_%_vote_BlackNonHispanicPct2010,popul_hs_grad_prc_BlackNonHispanicPct2010,WhiteNonHispanicPct2010_BlackNonHispanicPct2010,rural_population_prc_AsianNonHispanicPct2010,2008_rep_%_vote_AsianNonHispanicPct2010,smoke_percent_2010_AsianNonHispanicPct2010,WhiteNonHispanicPct2010_AsianNonHispanicPct2010,WhiteNonHispanicPct2010_NativeAmericanNonHispanicPct2010,rural_population_prc_HispanicPct2010,smoke_percent_2010_HispanicPct2010,WhiteNonHispanicPct2010_HispanicPct2010,rural_population_prc_MultipleRacePct2010,WhiteNonHispanicPct2010_MultipleRacePct2010
0,AL,Autauga,8.8,54571.0,0.579978377,0.420021623,0.002620439,0.012259259,0.002565465,22667.03037,31792.20223,26856.69322,0.002913635,0.257730214,0.736136373,0.006133412,0.2577,0.72,0.21,0.09,0.4,1.1727840794561215,77.25,17.58,0.86,0.4,2.4,1.59,0.24360345921244586,0.4269431788632066,0.1494604277529,44.80332962325,0.24360345921244586,0.001077550773049695,9520.642884597692,11280.391874677496,0.10825226278041733,0.08820454083,0.36121859578,1.0080518952,0.66783438057,0.0031592110442999997,0.00110333331,0.21551777322,0.001077550773049695,9520.642884597692,5841.293726348999,11280.391874677496,6920.969842794,0.10825226278041733,0.18972458494647385,19.909659031500002,0.4269431788632066,0.18972458494647385,0.15458863833,0.06625227356999999,12.941277437339998,0.63307728078,0.00055200708,0.10782538296,0.1494604277529,0.0031592110442999997,5841.293726348999,6920.969842794,0.05411699999999999,0.22162199999999999,0.6184799999999999,0.0648,12.657599999999999,0.08820454083,0.15458863833,0.05411699999999999,0.00110333331,0.06625227356999999,0.00055200708,0.0648,6.9525,44.80332962325,19.909659031500002,6.9525,1358.0549999999998,66.435,30.900000000000002,185.4,122.8275,0.21551777322,12.941277437339998,0.10782538296,12.657599999999999,1358.0549999999998,0.36121859578,0.63307728078,0.22162199999999999,66.435,30.900000000000002,1.0080518952,0.6184799999999999,185.4,0.66783438057,122.8275
1,AL,Baldwin,9.9,182265.0,0.577209009,0.422790991,0.002112309,0.020108084,0.002019038,28664.84962,29390.96748,28943.22956,0.004030066,0.238119219,0.752594794,0.009285986,0.2297,0.67,0.26,0.09,0.8,1.4868460757687982,83.5,9.31,0.74,0.63,4.38,1.49,0.24403876892923795,0.43440449522329916,0.1325849093673,48.1969522515,0.24403876892923795,0.0008536310768866579,12119.240177705773,12236.936708412893,0.10067466057715603,0.10992565766000001,0.31286533334,1.85182454058,0.62995857659,0.004618826894799999,0.0018097275599999998,0.18720626204,0.0008536310768866579,12119.240177705773,6584.3159577139995,12236.936708412893,6648.259829932,0.10067466057715603,0.17920728457074586,19.8829547865,0.43440449522329916,0.17920728457074586,0.19567464644,0.06773353146,7.00665753214,0.55692014756,0.0008357387399999999,0.08645252966,0.1325849093673,0.004618826894799999,6584.3159577139995,6648.259829932,0.059722,0.169978,1.0060859999999998,0.0603,6.237700000000001,0.10992565766000001,0.19567464644,0.059722,0.0018097275599999998,0.06773353146,0.0008357387399999999,0.0603,7.515,48.1969522515,19.8829547865,7.515,777.385,61.79,52.605,365.73,124.415,0.18720626204,7.00665753214,0.08645252966,6.237700000000001,777.385,0.31286533334,0.55692014756,0.169978,61.79,52.605,1.85182454058,1.0060859999999998,365.73,0.62995857659,124.415
2,AL,Barbour,12.1,27457.0,0.322103653,0.677896347,0.000910515,0.015041702,0.002585862,25720.31403,31442.48955,29142.03051,0.0037149,0.489853826,0.504385211,0.005760963,0.2683,0.56,0.11,0.14,1.1,3.177696033798303,46.75,46.69,0.39,0.22,5.05,0.94,0.2183528897240556,0.16246431898227578,0.0864204100999,15.058345777749999,0.2183528897240556,0.001752946403646114,17435.70692462985,19755.276026891548,0.3320701192093736,0.07456859817,0.26437957533,3.4233765523499997,0.63722256618,0.0040356886466,0.0021058382800000002,0.70229706638,0.001752946403646114,17435.70692462985,6900.760254249,19755.276026891548,7818.806785833,0.3320701192093736,0.24707502538616727,22.9006663655,0.16246431898227578,0.24707502538616727,0.05548237321,0.07061392954000001,23.54974550159,0.19671023229,0.0008065348200000001,0.26897936247,0.0864204100999,0.0040356886466,6900.760254249,7818.806785833,0.029512999999999998,0.104637,1.3549149999999999,0.07840000000000001,26.1464,0.07456859817,0.05548237321,0.029512999999999998,0.0021058382800000002,0.07061392954000001,0.0008065348200000001,0.07840000000000001,6.545000000000001,15.058345777749999,22.9006663655,6.545000000000001,2182.7574999999997,18.2325,10.285,236.0875,43.945,0.70229706638,23.54974550159,0.26897936247,26.1464,2182.7574999999997,0.26437957533,0.19671023229,0.104637,18.2325,10.285,3.4233765523499997,1.3549149999999999,236.0875,0.63722256618,43.945
3,AL,Bibb,11.2,22915.0,0.316473925,0.683526075,0.002574733,0.011171722,0.00091643,27318.29733,30995.42334,32141.14833,0.002891119,0.265964831,0.724433133,0.009602036,0.3011,0.6,0.11,0.05,0.5,0.52367444905084,75.02,21.92,0.1,0.28,1.77,0.89,0.21631817979509435,0.22926419700055703,0.0952902988175,23.7418738535,0.21631817979509435,0.0006264038009122499,18672.768549657878,21969.312963997705,0.1817938970214683,0.07518786825,0.0683526075,1.20984115275,0.6083382067499999,0.0033638054942,0.0005585861000000001,0.24488414624000002,0.0006264038009122499,18672.768549657878,8225.539326062999,21969.312963997705,9677.699762163,0.1817938970214683,0.19267373578914554,19.95268162162,0.22926419700055703,0.19267373578914554,0.07968764463,0.03622165665,15.879574275360001,0.0724433133,0.0004801018,0.21047662912,0.0952902988175,0.0033638054942,8225.539326062999,9677.699762163,0.033121,0.030109999999999998,0.532947,0.03,13.152000000000001,0.07518786825,0.07968764463,0.033121,0.0005585861000000001,0.03622165665,0.0004801018,0.03,3.751,23.7418738535,19.95268162162,3.751,1644.4384,7.502,21.0056,132.78539999999998,66.7678,0.24488414624000002,15.879574275360001,0.21047662912,13.152000000000001,1644.4384,0.0683526075,0.0724433133,0.030109999999999998,7.502,21.0056,1.20984115275,0.532947,132.78539999999998,0.6083382067499999,66.7678
4,AL,Blount,9.7,57322.0,0.10048498,0.89951502,0.000418687,0.010484631,0.001081609,26050.59382,28186.23482,26788.59008,0.00216758,0.145135369,0.840194503,0.014670128,0.2789,0.73,0.12,0.07,0.0,0.8548201388646594,88.89,1.26,0.2,0.5,8.07,1.19,0.0903877487943996,0.08442692783006495,0.028025260921999997,8.9321098722,0.0903877487943996,0.0009729235412671802,23432.900421009177,24096.739141583006,0.13055144434874238,0.10794180240000001,0.17990300400000003,7.2590862114000005,1.0704228738000001,0.0029241635858999995,0.00073392417,0.01321063506,0.0009729235412671802,23432.900421009177,7265.510616397999,24096.739141583006,7471.337773312,0.13055144434874238,0.1219419392246766,12.901082950409998,0.08442692783006495,0.1219419392246766,0.10082334036,0.05881361521,1.05864507378,0.1680389006,0.00102690896,0.01848436128,0.028025260921999997,0.0029241635858999995,7265.510616397999,7471.337773312,0.033468,0.055779999999999996,2.250723,0.051100000000000007,0.9198,0.10794180240000001,0.10082334036,0.033468,0.00073392417,0.05881361521,0.00102690896,0.051100000000000007,6.222300000000001,8.9321098722,12.901082950409998,6.222300000000001,112.0014,17.778000000000002,44.445,717.3423,105.7791,0.01321063506,1.05864507378,0.01848436128,0.9198,112.0014,0.17990300400000003,0.1680389006,0.055779999999999996,17.778000000000002,44.445,7.2590862114000005,2.250723,717.3423,1.0704228738000001,105.7791
5,AL,Bullock,11.7,10914.0,0.486256185,0.513743815,0.002290636,0.00943742,0.001282756,25538.29079,36807.20820733334,23932.61719,0.003010812,0.740720222,0.25687904,0.002400739,0.2799,0.64,0.09,0.18,0.9,1.2827560930914423,21.92,69.97,0.18,0.18,7.12,0.79,0.24981110754924576,0.12490902199686241,0.13610310618149998,10.658735575200001,0.24981110754924576,0.00065900796115414,13120.138939033963,12295.23405812518,0.3805404326979269,0.04623694335,0.0924738867,3.6578559628,0.40585761385,0.0026415338579999998,0.0016987356,0.6603362774,0.00065900796115414,13120.138939033963,7148.167592120999,12295.23405812518,6698.739551481,0.3805404326979269,0.19027549953594688,16.23658726624,0.12490902199686241,0.19027549953594688,0.023119113599999998,0.046238227199999996,17.9738264288,0.046238227199999996,0.00043213301999999994,0.16797970783,0.13610310618149998,0.0026415338579999998,7148.167592120999,6698.739551481,0.025190999999999998,0.050381999999999996,1.992888,0.1152,44.7808,0.04623694335,0.023119113599999998,0.025190999999999998,0.0016987356,0.046238227199999996,0.00043213301999999994,0.1152,3.9456,10.658735575200001,16.23658726624,3.9456,1533.7424,3.9456,3.9456,156.0704,17.3168,0.6603362774,17.9738264288,0.16797970783,44.7808,1533.7424,0.0924738867,0.046238227199999996,0.050381999999999996,3.9456,3.9456,3.6578559628,1.992888,156.0704,0.40585761385,17.3168
6,AL,Butler,13.4,20947.0,0.287678427,0.712321573,0.003150809,0.015563088,0.003580465,27202.56233,25225.62358,26257.3184,0.002980379,0.431352353,0.564939747,0.0037079,0.2827,0.69,0.12,0.1,0.5,0.5728743972883945,54.06,43.19,0.83,0.28,0.91,0.77,0.20491954963880568,0.162520977766738,0.0813266913129,15.551895763620001,0.20491954963880568,0.002550442460871445,19376.971988536145,18703.654345449842,0.3072615866062113,0.08547858876,0.5912269055899999,0.64821263143,0.54848761121,0.0043996849776,0.0015563088,0.67216977072,0.002550442460871445,19376.971988536145,7690.164370691,18703.654345449842,7422.94391168,0.3072615866062113,0.24368808917167473,23.31890820318,0.162520977766738,0.24368808917167473,0.06779276964,0.056493974700000005,24.39974767293,0.46889999001,0.00037079,0.16014420099999999,0.0813266913129,0.0043996849776,7690.164370691,7422.94391168,0.033924,0.234641,0.257257,0.06899999999999999,29.801099999999995,0.08547858876,0.06779276964,0.033924,0.0015563088,0.056493974700000005,0.00037079,0.06899999999999999,5.406000000000001,15.551895763620001,23.31890820318,5.406000000000001,2334.8514,44.8698,15.136800000000003,49.1946,41.626200000000004,0.67216977072,24.39974767293,0.16014420099999999,29.801099999999995,2334.8514,0.5912269055899999,0.46889999001,0.234641,44.8698,15.136800000000003,0.64821263143,0.257257,49.1946,0.54848761121,41.626200000000004
7,AL,Calhoun,11.2,118572.0,0.663031744,0.336968256,0.004309618,0.015045711,0.002285531,27623.4168,35176.55667,31674.40665,0.00426222,0.331708704,0.65691889,0.011372406,0.2861,0.65,0.17,0.1,0.6,0.4807205748406032,73.61,20.39,0.7,0.4,3.28,1.67,0.22342065044831846,0.4355580773032442,0.18969338195840002,48.80576667584,0.22342065044831846,0.0007701513951039361,9308.214583857101,10673.269568685304,0.11177530348690023,0.057284603520000005,0.2358777792,1.10525587968,0.56273698752,0.0043045779171000005,0.0015045711000000002,0.30678204729,0.0007701513951039361,9308.214583857101,7903.05954648,10673.269568685304,9062.047742565,0.11177530348690023,0.2179057136350186,24.41707770144,0.4355580773032442,0.2179057136350186,0.11167621130000001,0.065691889,13.3945761671,0.45984322299999997,0.0011372406,0.23188335834,0.18969338195840002,0.0043045779171000005,7903.05954648,9062.047742565,0.04863700000000001,0.20027,0.938408,0.065,13.2535,0.057284603520000005,0.11167621130000001,0.04863700000000001,0.0015045711000000002,0.065691889,0.0011372406,0.065,7.361000000000001,48.80576667584,24.41707770144,7.361000000000001,1500.9079,51.526999999999994,29.444000000000003,241.4408,122.92869999999999,0.30678204729,13.3945761671,0.23188335834,13.2535,1500.9079,0.2358777792,0.45984322299999997,0.20027,51.526999999999994,29.444000000000003,1.10525587968,0.938408,241.4408,0.56273698752,122.92869999999999
8,AL,Chambers,14.6,34215.0,0.508519655,0.491480345,0.003127283,0.014233523,0.001636709,27426.2218,32679.06482,29036.81981,0.004146719,0.45460016,0.539382188,0.006017652,0.2946,0.64,0.1,0.09,0.9,1.6074820984948122,58.14,38.6,0.49,0.17,1.57,1.13,0.24992741547868094,0.27428644415490516,0.14980989036299996,29.565332741699997,0.24992741547868094,0.000804410303984605,13479.44895231052,14271.026217921635,0.22342704347385517,0.0491480345,0.24082536905,0.77162414165,0.5553727898499999,0.0041931958758,0.00128101707,0.5494139878000001,0.000804410303984605,13479.44895231052,8079.764942279999,14271.026217921635,8554.247116026,0.22342704347385517,0.2452032289659501,26.4304533024,0.27428644415490516,0.2452032289659501,0.05393821880000001,0.04854439692,20.820152456800002,0.26429727212000004,0.00054158868,0.2322813672,0.14980989036299996,0.0041931958758,8079.764942279999,8554.247116026,0.02946,0.14435399999999998,0.462522,0.0576,24.704,0.0491480345,0.05393821880000001,0.02946,0.00128101707,0.04854439692,0.00054158868,0.0576,5.2326,29.565332741699997,26.4304533024,5.2326,2244.204,28.488599999999998,9.8838,91.27980000000001,65.6982,0.5494139878000001,20.820152456800002,0.2322813672,24.704,2244.204,0.24082536905,0.26429727212000004,0.14435399999999998,28.488599999999998,9.8838,0.77162414165,0.462522,91.27980000000001,0.5553727898499999,65.6982
9,AL,Cherokee,10.5,25989.0,0.14263727,0.85736273,0.003232137,0.011158567,0.001577591,25802.41493,36807.20820733334,28851.99077,0.003270614,0.236634171,0.74889687,0.014468958,0.2606,0.68,0.08,0.09,0.4,1.616068336603948,92.07,4.64,0.19,0.47,1.23,1.49,0.1222918792069471,0.10682060504834491,0.037171272562,13.1326134489,0.1222918792069471,0.00135256772658343,22122.028904977557,24736.621572502,0.20288131885984684,0.06858901839999999,0.1628989187,1.0545561579,1.2774704677,0.0029079225602,0.0010042710299999998,0.05177575087999999,0.00135256772658343,22122.028904977557,6724.1093307579995,24736.621572502,7518.828794662,0.20288131885984684,0.17721458999694478,21.786908123969997,0.10682060504834491,0.17721458999694478,0.05991174960000001,0.0674007183,3.4748814768,0.1422904053,0.00130220622,0.06713596512,0.037171272562,0.0029079225602,6724.1093307579995,7518.828794662,0.020848000000000002,0.049514,0.320538,0.061200000000000004,3.1552000000000002,0.06858901839999999,0.05991174960000001,0.020848000000000002,0.0010042710299999998,0.0674007183,0.00130220622,0.061200000000000004,8.286299999999999,13.1326134489,21.786908123969997,8.286299999999999,427.2047999999999,17.493299999999998,43.27289999999999,113.24609999999998,137.18429999999998,0.05177575087999999,3.4748814768,0.06713596512,3.1552000000000002,427.2047999999999,0.1628989187,0.1422904053,0.049514,17.493299999999998,43.27289999999999,1.0545561579,0.320538,113.24609999999998,1.2774704677,137.18429999999998
