,state,county_name,unemployment_rate_2010,population_total_2010,urban_population_prc,rural_population_prc,crime_per_capita,per_capita_sme_num,per_capita_large_num,avg_ann_pay_per_emp_sme,avg_ann_pay_per_emp_large,avg_ann_pay_per_emp_total,population_jail_prc,2008_dem_%_vote,2008_rep_%_vote,2008_other_%_vote,smoke_percent_2010,popul_hs_grad_prc,popul_college_grad_prc,popul_single_paren_prc,liquor_stores_per10k,police_per_1000,WhiteNonHispanicPct2010,BlackNonHispanicPct2010,AsianNonHispanicPct2010,NativeAmericanNonHispanicPct2010,HispanicPct2010,MultipleRacePct2010,rural_population_prc_urban_population_prc,per_capita_large_num_urban_population_prc,avg_ann_pay_per_emp_sme_urban_population_prc,avg_ann_pay_per_emp_large_urban_population_prc,avg_ann_pay_per_emp_total_urban_population_prc,2008_dem_%_vote_urban_population_prc,popul_college_grad_prc_urban_population_prc,popul_single_paren_prc_urban_population_prc,AsianNonHispanicPct2010_urban_population_prc,HispanicPct2010_urban_population_prc,MultipleRacePct2010_urban_population_prc,urban_population_prc_rural_population_prc,smoke_percent_2010_rural_population_prc,WhiteNonHispanicPct2010_rural_population_prc,popul_hs_grad_prc_per_capita_sme_num,popul_college_grad_prc_per_capita_sme_num,liquor_stores_per10k_per_capita_sme_num,WhiteNonHispanicPct2010_per_capita_sme_num,urban_population_prc_per_capita_large_num,urban_population_prc_avg_ann_pay_per_emp_sme,avg_ann_pay_per_emp_large_avg_ann_pay_per_emp_sme,avg_ann_pay_per_emp_total_avg_ann_pay_per_emp_sme,popul_college_grad_prc_avg_ann_pay_per_emp_sme,AsianNonHispanicPct2010_avg_ann_pay_per_emp_sme,urban_population_prc_avg_ann_pay_per_emp_large,avg_ann_pay_per_emp_sme_avg_ann_pay_per_emp_large,avg_ann_pay_per_emp_total_avg_ann_pay_per_emp_large,popul_college_grad_prc_avg_ann_pay_per_emp_large,AsianNonHispanicPct2010_avg_ann_pay_per_emp_large,urban_population_prc_avg_ann_pay_per_emp_total,avg_ann_pay_per_emp_sme_avg_ann_pay_per_emp_total,avg_ann_pay_per_emp_large_avg_ann_pay_per_emp_total,popul_college_grad_prc_avg_ann_pay_per_emp_total,AsianNonHispanicPct2010_avg_ann_pay_per_emp_total,urban_population_prc_2008_dem_%_vote,2008_rep_%_vote_2008_dem_%_vote,popul_college_grad_prc_2008_dem_%_vote,popul_single_paren_prc_2008_dem_%_vote,BlackNonHispanicPct2010_2008_dem_%_vote,AsianNonHispanicPct2010_2008_dem_%_vote,2008_dem_%_vote_2008_rep_%_vote,WhiteNonHispanicPct2010_2008_rep_%_vote,popul_hs_grad_prc_2008_other_%_vote,WhiteNonHispanicPct2010_2008_other_%_vote,rural_population_prc_smoke_percent_2010,popul_college_grad_prc_smoke_percent_2010,per_capita_sme_num_popul_hs_grad_prc,2008_other_%_vote_popul_hs_grad_prc,popul_single_paren_prc_popul_hs_grad_prc,WhiteNonHispanicPct2010_popul_hs_grad_prc,urban_population_prc_popul_college_grad_prc,per_capita_sme_num_popul_college_grad_prc,avg_ann_pay_per_emp_sme_popul_college_grad_prc,avg_ann_pay_per_emp_large_popul_college_grad_prc,avg_ann_pay_per_emp_total_popul_college_grad_prc,2008_dem_%_vote_popul_college_grad_prc,smoke_percent_2010_popul_college_grad_prc,AsianNonHispanicPct2010_popul_college_grad_prc,MultipleRacePct2010_popul_college_grad_prc,urban_population_prc_popul_single_paren_prc,2008_dem_%_vote_popul_single_paren_prc,popul_hs_grad_prc_popul_single_paren_prc,WhiteNonHispanicPct2010_popul_single_paren_prc,BlackNonHispanicPct2010_popul_single_paren_prc,per_capita_sme_num_liquor_stores_per10k,rural_population_prc_WhiteNonHispanicPct2010,per_capita_sme_num_WhiteNonHispanicPct2010,2008_rep_%_vote_WhiteNonHispanicPct2010,2008_other_%_vote_WhiteNonHispanicPct2010,popul_hs_grad_prc_WhiteNonHispanicPct2010,popul_single_paren_prc_WhiteNonHispanicPct2010,BlackNonHispanicPct2010_WhiteNonHispanicPct2010,HispanicPct2010_WhiteNonHispanicPct2010,2008_dem_%_vote_BlackNonHispanicPct2010,popul_single_paren_prc_BlackNonHispanicPct2010,WhiteNonHispanicPct2010_BlackNonHispanicPct2010,urban_population_prc_AsianNonHispanicPct2010,avg_ann_pay_per_emp_sme_AsianNonHispanicPct2010,avg_ann_pay_per_emp_large_AsianNonHispanicPct2010,avg_ann_pay_per_emp_total_AsianNonHispanicPct2010,2008_dem_%_vote_AsianNonHispanicPct2010,popul_college_grad_prc_AsianNonHispanicPct2010,MultipleRacePct2010_AsianNonHispanicPct2010,MultipleRacePct2010_NativeAmericanNonHispanicPct2010,urban_population_prc_HispanicPct2010,WhiteNonHispanicPct2010_HispanicPct2010,MultipleRacePct2010_HispanicPct2010,urban_population_prc_MultipleRacePct2010,popul_college_grad_prc_MultipleRacePct2010,AsianNonHispanicPct2010_MultipleRacePct2010,NativeAmericanNonHispanicPct2010_MultipleRacePct2010,HispanicPct2010_MultipleRacePct2010
0,AL,Autauga,8.8,54571.0,0.579978377,0.420021623,0.002620439,0.012259259,0.002565465,22667.03037,31792.20223,26856.69322,0.002913635,0.257730214,0.736136373,0.006133412,25.77,72.0,21.0,9.0,0.4,1.1727840794561215,77.25,17.58,0.86,0.4,2.4,1.59,0.24360345921244586,0.0014879142269503048,13146.387485402309,18438.78985061118,15576.301345322505,0.14947795121958268,12.179545917,5.219805393,0.49878140422,1.3919481048,0.9221656194300001,0.24360345921244586,10.82395722471,32.44667037675,0.8826666479999999,0.25744443899999997,0.0049037036,0.94702775775,0.0014879142269503048,13146.387485402309,720634813.4765917,608761480.8555131,476007.63777000003,19493.6461182,18438.78985061118,720634813.4765917,853833422.0793099,667636.24683,27341.293917799998,15576.301345322505,608761480.8555131,853833422.0793099,563990.55762,23096.7561692,0.14947795121958268,0.18972458494647385,5.412334494,2.319571926,4.53089716212,0.22164798404,0.18972458494647385,56.86653481425,0.441605664,0.47380607700000005,10.82395722471,541.17,0.8826666479999999,0.441605664,648.0,5562.0,12.179545917,0.25744443899999997,476007.63777000003,667636.24683,563990.55762,5.412334494,541.17,18.06,33.39,5.219805393,2.319571926,648.0,695.25,158.21999999999997,0.0049037036,32.44667037675,0.94702775775,56.86653481425,0.47380607700000005,5562.0,695.25,1358.0549999999998,185.4,4.53089716212,158.21999999999997,1358.0549999999998,0.49878140422,19493.6461182,27341.293917799998,23096.7561692,0.22164798404,18.06,1.3674,0.6360000000000001,1.3919481048,185.4,3.816,0.9221656194300001,33.39,1.3674,0.6360000000000001,3.816
1,AL,Baldwin,9.9,182265.0,0.577209009,0.422790991,0.002112309,0.020108084,0.002019038,28664.84962,29390.96748,28943.22956,0.004030066,0.238119219,0.752594794,0.009285986,22.97,67.0,26.0,9.0,0.8,1.4868460757687982,83.5,9.31,0.74,0.63,4.38,1.49,0.24403876892923795,0.001165406923113342,16545.60944229423,16964.73121268203,16706.292851587106,0.13744455842284398,15.007434234000002,5.194881081,0.42713466666000005,2.5281754594200003,0.8600414234100001,0.24403876892923795,9.71150906327,35.3030477485,1.347241628,0.5228101839999999,0.0160864672,1.6790250139999998,0.001165406923113342,16545.60944229423,842487663.0005103,829653322.8545388,745286.0901200001,21211.9887188,16964.73121268203,842487663.0005103,850669518.7641346,764165.15448,21749.3159352,16706.292851587106,829653322.8545388,850669518.7641346,752523.96856,21417.9898744,0.13744455842284398,0.17920728457074586,6.191099694,2.143072971,2.21688992889,0.17620822206,0.17920728457074586,62.841665299,0.622161062,0.775379831,9.71150906327,597.22,1.347241628,0.622161062,603.0,5594.5,15.007434234000002,0.5228101839999999,745286.0901200001,764165.15448,752523.96856,6.191099694,597.22,19.24,38.74,5.194881081,2.143072971,603.0,751.5,83.79,0.0160864672,35.3030477485,1.6790250139999998,62.841665299,0.775379831,5594.5,751.5,777.385,365.73,2.21688992889,83.79,777.385,0.42713466666000005,21211.9887188,21749.3159352,21417.9898744,0.17620822206,19.24,1.1026,0.9387,2.5281754594200003,365.73,6.5262,0.8600414234100001,38.74,1.1026,0.9387,6.5262
2,AL,Bibb,11.2,22915.0,0.316473925,0.683526075,0.002574733,0.011171722,0.00091643,27318.29733,30995.42334,32141.14833,0.002891119,0.265964831,0.724433133,0.009602036,30.11,60.0,11.0,5.0,0.5,0.52367444905084,75.02,21.92,0.1,0.28,1.77,0.89,0.21631817979509435,0.00029002619908775,8645.52878034212,9809.24328144641,10171.835366002295,0.08417093397853168,3.4812131749999997,1.582369625,0.0316473925,0.56015884725,0.28166179325,0.21631817979509435,20.580970118249997,51.27812614649999,0.67030332,0.122888942,0.005585861,0.83810258444,0.00029002619908775,8645.52878034212,846742190.6713418,878041446.606573,300501.27063000004,2731.8297330000005,9809.24328144641,846742190.6713418,996228499.122084,340949.65674,3099.542334,10171.835366002295,878041446.606573,996228499.122084,353552.63163,3214.114833,0.08417093397853168,0.19267373578914554,2.9256131410000004,1.329824155,5.829949095520001,0.026596483100000002,0.19267373578914554,54.34697363766,0.5761221599999999,0.7203447407199999,20.580970118249997,331.21,0.67030332,0.5761221599999999,300.0,4501.2,3.4812131749999997,0.122888942,300501.27063000004,340949.65674,353552.63163,2.9256131410000004,331.21,1.1,9.790000000000001,1.582369625,1.329824155,300.0,375.09999999999997,109.60000000000001,0.005585861,51.27812614649999,0.83810258444,54.34697363766,0.7203447407199999,4501.2,375.09999999999997,1644.4384,132.78539999999998,5.829949095520001,109.60000000000001,1644.4384,0.0316473925,2731.8297330000005,3099.542334,3214.114833,0.026596483100000002,1.1,0.08900000000000001,0.24920000000000003,0.56015884725,132.78539999999998,1.5753000000000001,0.28166179325,9.790000000000001,0.08900000000000001,0.24920000000000003,1.5753000000000001
3,AL,Blount,9.7,57322.0,0.10048498,0.89951502,0.000418687,0.010484631,0.001081609,26050.59382,28186.23482,26788.59008,0.00216758,0.145135369,0.840194503,0.014670128,27.89,73.0,12.0,7.0,0.0,0.8548201388646594,88.89,1.26,0.2,0.5,8.07,1.19,0.0903877487943996,0.00010868545873282001,2617.6933989908234,2832.293242163004,2691.850938416999,0.014583924651257619,1.20581976,0.70339486,0.020096996000000002,0.8109137886000001,0.1195771262,0.0903877487943996,25.087473907800003,79.9578901278,0.765378063,0.125815572,0.0,0.93197884959,0.00010868545873282001,2617.6933989908234,734268154.6109608,697858679.1845613,312607.12584,5210.118764,2832.293242163004,734268154.6109608,755069490.4916027,338234.81784000003,5637.246964000001,2691.850938416999,697858679.1845613,755069490.4916027,321463.08096000005,5357.718016000001,0.014583924651257619,0.1219419392246766,1.7416244279999997,1.015947583,0.18287056493999998,0.029027073799999997,0.1219419392246766,74.68488937167,1.070919344,1.30402767792,25.087473907800003,334.68,0.765378063,1.070919344,511.0,6488.97,1.20581976,0.125815572,312607.12584,338234.81784000003,321463.08096000005,1.7416244279999997,334.68,2.4000000000000004,14.28,0.70339486,1.015947583,511.0,622.23,8.82,0.0,79.9578901278,0.93197884959,74.68488937167,1.30402767792,6488.97,622.23,112.0014,717.3423,0.18287056493999998,8.82,112.0014,0.020096996000000002,5210.118764,5637.246964000001,5357.718016000001,0.029027073799999997,2.4000000000000004,0.238,0.595,0.8109137886000001,717.3423,9.603299999999999,0.1195771262,14.28,0.238,0.595,9.603299999999999
4,AL,Butler,13.4,20947.0,0.287678427,0.712321573,0.003150809,0.015563088,0.003580465,27202.56233,25225.62358,26257.3184,0.002980379,0.431352353,0.564939747,0.0037079,28.27,69.0,12.0,10.0,0.5,0.5728743972883945,54.06,43.19,0.83,0.28,0.91,0.77,0.20491954963880568,0.0010300225391285552,7825.590341463855,7256.867711588508,7553.664054550157,0.12409076639378874,3.452141124,2.87678427,0.23877309441,0.26178736857,0.22151238879000001,0.20491954963880568,20.13733086871,38.50810423638,1.073853072,0.18675705599999998,0.007781544,0.84134053728,0.0010300225391285552,7825.590341463855,686201597.7480677,714266340.394656,326430.74796,22578.1267339,7256.867711588508,686201597.7480677,662357230.1786078,302707.48296,20937.2675714,7553.664054550157,714266340.394656,662357230.1786078,315087.8208,21793.574271999998,0.12409076639378874,0.24368808917167473,5.176228236,4.31352353,18.63010812607,0.35802245299,0.24368808917167473,30.540642722820003,0.2558451,0.200449074,20.13733086871,339.24,1.073853072,0.2558451,690.0,3730.1400000000003,3.452141124,0.18675705599999998,326430.74796,302707.48296,315087.8208,5.176228236,339.24,9.959999999999999,9.24,2.87678427,4.31352353,690.0,540.6,431.9,0.007781544,38.50810423638,0.84134053728,30.540642722820003,0.200449074,3730.1400000000003,540.6,2334.8514,49.1946,18.63010812607,431.9,2334.8514,0.23877309441,22578.1267339,20937.2675714,21793.574271999998,0.35802245299,9.959999999999999,0.6391,0.2156,0.26178736857,49.1946,0.7007,0.22151238879000001,9.24,0.6391,0.2156,0.7007
5,AL,Calhoun,11.2,118572.0,0.663031744,0.336968256,0.004309618,0.015045711,0.002285531,27623.4168,35176.55667,31674.40665,0.00426222,0.331708704,0.65691889,0.011372406,28.61,65.0,17.0,10.0,0.6,0.4807205748406032,73.61,20.39,0.7,0.4,3.28,1.67,0.22342065044831846,0.0015153796048960639,18315.202216142898,23323.17371682493,21001.137081314697,0.21993340051309979,11.271539648,6.63031744,0.46412222079999993,2.1747441203199998,1.1072630124799998,0.22342065044831846,9.64066180416,24.804233324160002,0.977971215,0.255777087,0.0090274266,1.10751478671,0.0015153796048960639,18315.202216142898,971696686.4842299,874955336.7856417,469598.0856,19336.39176,23323.17371682493,971696686.4842299,1114196560.5123498,598001.4633899999,24623.589668999997,21001.137081314697,874955336.7856417,1114196560.5123498,538464.91305,22172.084655,0.21993340051309979,0.2179057136350186,5.639047968000001,3.31708704,6.763540474560001,0.2321960928,0.2179057136350186,48.355799492900005,0.73920639,0.83712280566,9.64066180416,486.37,0.977971215,0.73920639,650.0,4784.65,11.271539648,0.255777087,469598.0856,598001.4633899999,538464.91305,5.639047968000001,486.37,11.899999999999999,28.39,6.63031744,3.31708704,650.0,736.1,203.9,0.0090274266,24.804233324160002,1.10751478671,48.355799492900005,0.83712280566,4784.65,736.1,1500.9079,241.4408,6.763540474560001,203.9,1500.9079,0.46412222079999993,19336.39176,24623.589668999997,22172.084655,0.2321960928,11.899999999999999,1.1689999999999998,0.668,2.1747441203199998,241.4408,5.4776,1.1072630124799998,28.39,1.1689999999999998,0.668,5.4776
6,AL,Chambers,14.6,34215.0,0.508519655,0.491480345,0.003127283,0.014233523,0.001636709,27426.2218,32679.06482,29036.81981,0.004146719,0.45460016,0.539382188,0.006017652,29.46,64.0,10.0,9.0,0.9,1.6074820984948122,58.14,38.6,0.49,0.17,1.57,1.13,0.24992741547868094,0.0008322986960153949,13946.772847689477,16617.946767989037,14765.793592078366,0.23117311652614478,5.085196549999999,4.576676894999999,0.24917463094999998,0.79837585835,0.5746272101499998,0.24992741547868094,14.4790109637,28.5746672583,0.910945472,0.14233523,0.0128101707,0.82753702722,0.0008322986960153949,13946.772847689477,896263279.969897,796370260.4756938,274262.218,13438.848682,16617.946767989037,896263279.969897,948896116.7376502,326790.6482,16012.7417618,14765.793592078366,796370260.4756938,948896116.7376502,290368.19810000004,14228.0417069,0.23117311652614478,0.2452032289659501,4.546001599999999,4.091401439999999,17.547566176,0.22275407839999997,0.2452032289659501,31.359680410320003,0.385129728,0.34986628728,14.4790109637,294.6,0.910945472,0.385129728,576.0,3720.96,5.085196549999999,0.14233523,274262.218,326790.6482,290368.19810000004,4.546001599999999,294.6,4.9,11.299999999999999,4.576676894999999,4.091401439999999,576.0,523.26,347.40000000000003,0.0128101707,28.5746672583,0.82753702722,31.359680410320003,0.34986628728,3720.96,523.26,2244.204,91.27980000000001,17.547566176,347.40000000000003,2244.204,0.24917463094999998,13438.848682,16012.7417618,14228.0417069,0.22275407839999997,4.9,0.5537,0.1921,0.79837585835,91.27980000000001,1.7741,0.5746272101499998,11.299999999999999,0.5537,0.1921,1.7741
7,AL,Chilton,10.1,43643.0,0.132552758,0.867447242,0.004903421,0.014229086,0.00158101,24580.77879,33099.06639,27011.69331,0.004009807,0.206578577,0.784931122,0.008490301,28.93,71.0,10.0,8.0,0.7,3.826501386247508,81.1,9.56,0.29,0.31,7.84,1.16,0.11498252434659344,0.00020956723592558,3258.2500224024025,4387.372537219603,3580.4744464906485,0.027382560125065365,1.32552758,1.060422064,0.038440299819999996,1.03921362272,0.15376119927999998,0.11498252434659344,25.095248711059998,70.34997132619999,1.010265106,0.14229086,0.009960360199999999,1.1539788746,0.00020956723592558,3258.2500224024025,813600829.0881139,663968457.9964329,245807.7879,7128.425849099999,4387.372537219603,813600829.0881139,894061830.1740088,330990.6639,9598.729253099998,3580.4744464906485,663968457.9964329,894061830.1740088,270116.93309999997,7833.391059899999,0.027382560125065365,0.1621499542257734,2.06578577,1.652628616,1.9748911961200002,0.05990778733,0.1621499542257734,63.6579139942,0.602811371,0.6885634111,25.095248711059998,289.3,1.010265106,0.602811371,568.0,5758.099999999999,1.32552758,0.14229086,245807.7879,330990.6639,270116.93309999997,2.06578577,289.3,2.9,11.6,1.060422064,1.652628616,568.0,648.8,76.48,0.009960360199999999,70.34997132619999,1.1539788746,63.6579139942,0.6885634111,5758.099999999999,648.8,775.316,635.824,1.9748911961200002,76.48,775.316,0.038440299819999996,7128.425849099999,9598.729253099998,7833.391059899999,0.05990778733,2.9,0.3364,0.3596,1.03921362272,635.824,9.094399999999998,0.15376119927999998,11.6,0.3364,0.3596,9.094399999999998
8,AL,Clarke,19.5,25833.0,0.240196648,0.759803352,0.004529091,0.019238958,0.002554872,28078.7068,39955.14383,31805.53856,0.00429683,0.440193524,0.555712691,0.004093785,24.25,66.0,13.0,8.0,1.1,1.50969689931483,53.97,43.67,0.29,0.37,1.05,0.68,0.18250221828956412,0.000613671690469056,6744.411253534807,9597.091618323882,7639.583749946747,0.10573300893610756,3.1225564240000003,1.921573184,0.06965702792,0.25220648040000004,0.16333372064,0.18250221828956412,18.425231286000002,41.00658690744,1.269771228,0.250106454,0.021162853800000003,1.03832656326,0.000613671690469056,6744.411253534807,1121888768.754399,893058391.8423343,365023.1884,8142.824971999999,9597.091618323882,1121888768.754399,1270794867.7554111,519416.86979,11586.9917107,7639.583749946747,893058391.8423343,1270794867.7554111,413472.00128,9223.606182399999,0.10573300893610756,0.24462112778281309,5.722515812,3.521548192,19.22325119308,0.12765612195999998,0.24462112778281309,29.99181393327,0.27018981,0.22094157644999998,18.425231286000002,315.25,1.269771228,0.27018981,528.0,3562.02,3.1225564240000003,0.250106454,365023.1884,519416.86979,413472.00128,5.722515812,315.25,3.7699999999999996,8.84,1.921573184,3.521548192,528.0,431.76,349.36,0.021162853800000003,41.00658690744,1.03832656326,29.99181393327,0.22094157644999998,3562.02,431.76,2356.8699,56.6685,19.22325119308,349.36,2356.8699,0.06965702792,8142.824971999999,11586.9917107,9223.606182399999,0.12765612195999998,3.7699999999999996,0.19720000000000001,0.2516,0.25220648040000004,56.6685,0.7140000000000001,0.16333372064,8.84,0.19720000000000001,0.2516,0.7140000000000001
9,AL,Clay,14.2,13932.0,0.0,1.0,0.002009762,0.011986793,0.001363767,21825.99689,33780.26534,26421.74052,0.007003302,0.258102361,0.730898959,0.01099868,30.42,62.0,9.0,8.0,0.0,2.0097616996841805,80.29,14.7,0.17,0.39,2.86,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.42,80.29,0.7431811660000001,0.107881137,0.0,0.9624196099700001,0.0,0.0,737287966.2542146,576680826.4179069,196433.97201,3710.4194713,0.0,737287966.2542146,892533405.5102295,304022.38805999997,5742.6451078,0.0,576680826.4179069,892533405.5102295,237795.66468,4491.6958884000005,0.0,0.1886467469703422,2.322921249,2.064818888,3.7941047066999998,0.043877401370000006,0.1886467469703422,58.68387741811001,0.68191816,0.8830840172000001,30.42,273.78000000000003,0.7431811660000001,0.68191816,496.0,4977.9800000000005,0.0,0.107881137,196433.97201,304022.38805999997,237795.66468,2.322921249,273.78000000000003,1.53,15.209999999999999,0.0,2.064818888,496.0,642.32,117.6,0.0,80.29,0.9624196099700001,58.68387741811001,0.8830840172000001,4977.9800000000005,642.32,1180.2630000000001,229.6294,3.7941047066999998,117.6,1180.2630000000001,0.0,3710.4194713,5742.6451078,4491.6958884000005,0.043877401370000006,1.53,0.2873,0.6591,0.0,229.6294,4.833399999999999,0.0,15.209999999999999,0.2873,0.6591,4.833399999999999
